ID,QuestionContent,AAnswer,BAnswer,CAnswer,DAnswer,Answer,Explanation
1,"Theo bài học, đối với máy tính, một bức ảnh xám hiển thị trên màn hình cơ bản được biểu diễn dưới dạng nào?","Một chuỗi các lệnh đồ họa được biên dịch lại khi hiển thị ảnh lên máy tính.","Một ma trận số hai chiều.","Một tập hợp các đường nét và hình học vector cực kỳ tĩnh và phức tạp nhiều chiều.","Một biểu đồ phân bố lưu trữ các sóng tần số ánh sáng liên tục dọc theo thời gian.",B,"Máy tính ""nhìn"" ảnh xám như một ma trận hai chiều chứa các giá trị cường độ sáng từ 0 đến 255."
2,"Khoảng giá trị của mỗi điểm ảnh (pixel) trong ảnh xám chuẩn là từ khoảng nào đến khoảng nào?","Từ âm một trăm hai mươi tám cho đến mức dương một trăm hai mươi bảy với không là xám.","Từ mức không cho đến 255 với 0 là đen tuyệt đối.","Nó phân bổ trài dài từ mức 0 đến mức 1024 đại diện cho độ sáng liên tục tăng dần đều.","Dải biểu diễn là liên tục từ 0.0 đến 1.0 với quy ước mức 1.0 là trạng thái tối nhất.",B,"Giá trị điểm ảnh nằm trong khoảng từ 0 (đen tuyệt đối) đến 255 (trắng tuyệt đối)."
3,"Trong công thức biến đổi điểm ảnh cơ bản s = T(r), đặc điểm quan trọng nhất của phép toán này ảnh hưởng tới hiệu suất là gì?","Nó cần phải tiến hành nội suy cục bộ tất cả nội dung dựa trên những điểm lân cận.","Nó tác động độc lập từng điểm ảnh.","Nó thường đòi hỏi phải thu thập toàn bộ dữ liệu bức ảnh gốc trước khi thực thi lệnh.","Thuật toán này chỉ thay đổi kết quả ảnh đầu ra khi ảnh gốc có độ sáng quá lóa hoặc cực kỳ yếu.",B,"Phép toán điểm ảnh tác động lên từng pixel một cách hoàn toàn độc lập (vùng xử lý 1x1), không cần kiểm tra hàng xóm nên tính toán cực nhanh."
4,"Để điều chỉnh trực tiếp mức độ sáng tổng thể của bức ảnh thông qua biến đổi tuyến tính, ta sử dụng phép toán đơn giản nào?","Cộng thêm một hằng số.","Tiến hành tính toán lấy đạo hàm theo hằng số.","Thực hiện lấy vi phân và tích phân trên toàn dải màu.","Nhân bằng một giá trị và bình phương các màu đầu vào.",A,"Để chỉnh độ sáng, ta dùng biến đổi tuyến tính: s = r + beta. Việc cộng (hoặc trừ) một hằng số làm ảnh sáng lên (hoặc tối đi)."
5,"Khi nhân giá trị điểm ảnh với một hệ số alpha lớn hơn 1 thông qua biểu thức s = alpha * r, điều gì sẽ xảy ra với hình ảnh?","Hình ảnh sau biến đổi sẽ lập tức sẽ bị thu hẹp dải màu một cách đáng kinh ngạc.","Mọi đối tượng bên trong bức ảnh sẽ trở nên mờ nhạt và mất hết chi tiết cạnh.","Phần mềm buộc phải thay đổi toàn bộ không gian hệ màu sang một màu xám xịt.","Độ tương phản của ảnh tăng lên.",D,"Nhân với hằng số alpha > 1 sẽ làm giãn luôn khoảng cách giữa các điểm ảnh, tương đương với việc phóng lớn khoảng sáng tối làm tăng độ tương phản khiến ảnh nổi khối."
6,"Hiện tượng ""lỗi tràn giá trị"" (Clipping do cộng quá tay độ sáng) thường gây ra hậu quả xấu gì rõ nét nhất trên bức ảnh thực tế?","Các điểm ảnh sẽ tự động làm cho màu sắc của bức ảnh bị đảo ngược hoàn toàn thành không.","Làm mất chi tiết ở vùng quá sáng.","Điều này sẽ kéo dãn dải phân bố màu sắc hiện có lan rộng khắp ra một khoảng liên tục bất kỳ.","Hậu quả khiến phần mềm buộc phải tự động thu nhỏ kích thước của bức ảnh xuống còn một nửa.",B,"Lỗi Clipping xảy ra khi kết quả tính cộng vượt qua quy định 255, bị hệ thống gọt bằng ép về màu trắng tuyệt đối (255) nên dẫn tới mất sạch hoàn toàn chi tiết mây, da người."
7,"Trong trường hợp ảnh chụp bị mờ sương khiến dải giá trị rất hẹp (ví dụ toàn bộ chỉ phân bố từ 100 đến 150), kỹ thuật nào khắc phục cực kỳ hiệu quả?","Kéo dãn tương phản.","Phần mềm liên tục cộng thêm một hằng số lớn để đẩy giá trị độ sáng lên thật cao tới cực đại.","Các nhà phát triển sẽ phải biến đổi giảm giá trị alpha xuống để thu hẹp lại dải biểu diễn điểm ảnh.","Thuật toán tiến hành áp dụng dùng một bộ lọc trung bình mờ để trộn lẫn các điểm sáng và tối hòa vào nhau.",A,"Kỹ thuật Kéo dãn tương phản (Contrast Stretching) thực hiện biến đổi tuyến tính từng khúc để đẩy toàn bộ các điểm sáng/tối hẹp phân bố đều ra trải rộng sang dải từ 0 đến 255."
8,"Theo định luật Weber-Fechner được dẫn chứng, có sự khác biệt rõ rệt nào trong cách ghi nhận ánh sáng giữa đôi mắt của con người và cảm biến điện tử máy ảnh?","Mắt nhạy cảm vùng tối, cảm biến thì tuyến tính.","Dòng cảm biến máy ảnh hiện đại của các thiết bị luôn luôn ghi nhận ánh sáng một cách hoàn toàn phi tuyến tính.","Mắt của con người thông thường phản ứng lại với thứ ánh sáng chói lóa theo một đồ thị đường thẳng tăng dần đều.","Vi xử lý của thiết bị cảm biến ảnh không thể bao giờ nhận diện nổi hay ghi hình được các vùng bị cháy sáng chói lòa.",A,"Trong khi các bộ cảm biến máy ảnh chỉ chuyên ghi nhận ánh sáng theo đường thẳng tuyến tính thì mắt con người không cảm nhận đường thẳng mà rất nhạy cảm với sự chênh sáng ở vùng tối."
9,"Để ứng cứu một bức ảnh chụp chân dung đang bị hiện tượng ngược sáng làm khuôn mặt quá tối tăm, ta nên sử dụng công cụ hiệu chỉnh Gamma với dải thông số nào?","Cấu hình ngay hệ số cho tham số Gamma bằng với chính xác một lượng lớn hơn hằng số là tuyệt đối 1.0.","Chúng ta nên phải thiết lập hệ số Gamma rất cực lớn, do càng cấu hình Gamma cao thì hiệu quả mới cao.","Thay thông số bằng cấu hình hệ số Gamma luôn nhỏ hơn 1.","Chúng ta phải trực tiếp xóa bỏ hệ số Gamma phi tuyến đi và ngay sau đó tiến hành chuyển sang việc lấy hàm logarit chuẩn thông thường.",C,"Để làm sáng lên từng vùng tối của các bức ảnh bị bóng che ngược sáng mà hoàn toàn không làm cháy lóa các vùng nền vốn đã rất mạnh chói sáng sẵn, ta cấu hình thông số sử dụng Gamma < 1."
10,"Trong việc cấp cứu ảnh đang bị lớp sương mù che phủ bao trùm (điểm mù nền xám mờ nhạt) để phong cảnh hiện ra nét hơn, tại sao thao tác sử dụng đặc tính giá trị biến Gamma > 1 sẽ giúp cứu lại cả bức ảnh hiệu quả?","Do thuật toán của hàm Gamma đó sẽ chủ động tính toán sau đó bóp méo không gian 3D cấu tạo lên kết cấu cảnh vật của đối tượng trong bức ảnh số.","Nó dìm vùng mờ xuống tối sẫm.","Vì cái phép tính hàm lũy thừa Gamma trên này sẽ trộn luôn hoàn toàn luôn làn sương mù ảo diệu vào ẩn sâu trong đa số các đối tượng khác ở xung quanh vật.","Sau khi nội suy tính toán hàm số Gamma xong xuôi thì nó ngay lập tức kéo những điểm phân bổ ảnh mà bị sáng chói tuyệt đối xuống biến thành các pixel màu tối đen thùi lùi.",B,"Sử dụng chỉ số Gamma > 1 sẽ vẽ ra ngay trên hệ biểu đồ tọa độ tạo hình đường cong trũng võng xuống ở dưới đáy, điều ấy làm cho những vùng xám mờ mịt mù của màn sương sương rơi bị lôi và nhận chìm xuống trọn vẹn hóa thành tông màu tối thẳm."
