ID,QuestionContent,AAnswer,BAnswer,CAnswer,DAnswer,Answer,Explanation
1,"Tại sao mạng ANN truyền thống thất bại khi xử lý ảnh kích thước lớn?","Vì kết nối đầy đủ tạo ra số lượng tham số bùng nổ, gây quá tải bộ nhớ và tính toán.","Vì mạng ANN không hỗ trợ dữ liệu đầu vào dạng ma trận hai chiều của hình ảnh kỹ thuật số.","Vì mạng ANN chỉ hoạt động trên dữ liệu văn bản và không thể xử lý tín hiệu hình ảnh.","Vì mạng ANN yêu cầu GPU chuyên dụng mà thời điểm đó phần cứng chưa phát triển đủ.",A,"Mạng kết nối đầy đủ tạo quá nhiều liên kết. Ví dụ: ảnh 100×100 pixel qua 1000 nơ-ron = 10 triệu trọng số chỉ cho lớp ẩn đầu tiên, gây tiêu tốn bộ nhớ và rủi ro quá khớp."
2,"Mạng CNN lấy cảm hứng thiết kế từ nguyên lý sinh học nào?","Từ vỏ não thị giác, nơi nơ-ron chỉ phản ứng với kích thích trong vùng không gian hạn chế.","Từ hệ thống thính giác, nơi tế bào lông tai phân tích các tần số âm thanh khác nhau.","Từ hệ thống vận động, nơi các nơ-ron điều phối chuyển động cơ bắp theo phản xạ có điều kiện.","Từ hệ thống tiêu hóa, nơi các enzym phân giải thức ăn thành các thành phần dinh dưỡng nhỏ.",A,"Kiến trúc CNN bắt nguồn từ vỏ não thị giác: nơ-ron sinh học chỉ phản ứng với kích thích trong vùng không gian cực kỳ hạn chế (Vùng cảm nhận cục bộ)."
3,"Hai giải pháp cốt lõi giúp CNN khắc phục bùng nổ tham số là gì?","Kết nối cục bộ giới hạn phạm vi nơ-ron và Chia sẻ trọng số dùng chung bộ lọc toàn ảnh.","Tăng kích thước bộ nhớ RAM lên gấp mười lần và sử dụng ổ cứng SSD tốc độ cao hơn.","Giảm độ phân giải ảnh đầu vào về một pixel duy nhất và tăng số lượng lớp ẩn lên tối đa.","Chuyển toàn bộ tính toán sang điện toán đám mây và sử dụng hệ thống phân tán song song.",A,"CNN dùng hai cách: (1) Kết nối cục bộ - giới hạn phạm vi kết nối nơ-ron, (2) Chia sẻ trọng số - dùng chung một bộ lọc cho toàn bộ bức ảnh."
4,"Lớp Tích chập (Convolutional Layer) trong CNN hoạt động dựa trên bao nhiêu thành phần cốt lõi?","Bốn: Bộ lọc, Kết nối cục bộ, Bản đồ đặc trưng, và Chia sẻ trọng số giữa các nơ-ron.","Ba: Hàm kích hoạt, Bộ lọc Gaussian, và Ma trận trọng số kết nối đầy đủ giữa các lớp.","Hai: Phép nhân ma trận tiêu chuẩn và Phép cộng vector thiên lệch cho từng nơ-ron.","Năm: Bộ lọc, Hàm Softmax, Gradient Descent, Dropout, và Batch Normalization đồng thời.",A,"Lớp Tích chập gồm 4 thành phần: (1) Bộ lọc - ma trận trọng số nhỏ trượt qua ảnh, (2) Kết nối cục bộ, (3) Bản đồ đặc trưng - kết quả đầu ra, (4) Chia sẻ trọng số."
5,"Tham số Stride (Bước trượt) trong lớp tích chập quy định điều gì?","Quy định khoảng cách pixel mà bộ lọc di chuyển sau mỗi phép tính trên bức ảnh.","Quy định số lượng bộ lọc tối đa được phép sử dụng đồng thời trên cùng một lớp.","Quy định giá trị khởi tạo ban đầu của trọng số trong mỗi bộ lọc tích chập trước huấn luyện.","Quy định tỷ lệ phần trăm nơ-ron bị tắt ngẫu nhiên trong quá trình huấn luyện mô hình.",A,"Stride quy định khoảng cách (tính bằng pixel) bộ lọc di chuyển sau mỗi phép tính. Stride=1 giữ tối đa thông tin, Stride>1 giảm nhanh kích thước không gian."
6,"Kỹ thuật Zero Padding (Phần đệm) có mục đích cốt lõi gì?","Giữ nguyên kích thước không gian cho bản đồ đặc trưng đầu ra khi đi qua lớp tích chập.","Tăng giá trị cường độ sáng của các pixel nằm ở vùng trung tâm bức ảnh lên gấp đôi.","Loại bỏ hoàn toàn nhiễu Gaussian từ các pixel biên trước khi thực hiện phép tích chập.","Chuyển đổi ảnh màu RGB sang ảnh xám grayscale để giảm số kênh đầu vào xuống còn một.",A,"Zero Padding thêm viền giá trị 0 quanh biên ảnh gốc, giữ nguyên chiều cao và chiều rộng bản đồ đặc trưng, cho phép xây dựng mạng sâu hơn mà không bị mất dữ liệu."
7,"Lớp Pooling (Lớp Gộp) trong CNN mang ba vai trò chiến lược nào?","Giảm kích thước không gian, tiết kiệm bộ nhớ tính toán, và hạn chế rủi ro Quá khớp.","Tăng độ phân giải ảnh, mở rộng vùng cảm nhận, và thêm tính phi tuyến vào mô hình.","Khởi tạo trọng số, cập nhật gradient, và tính toán hàm mất mát cho quá trình huấn luyện.","Mã hóa màu sắc, chuyển đổi không gian màu, và chuẩn hóa histogram cho ảnh đầu vào.",A,"Lớp Pooling: (1) Giảm nhanh kích thước không gian bản đồ đặc trưng, (2) Tiết kiệm bộ nhớ và giảm khối lượng tính toán, (3) Hạn chế tối đa rủi ro Quá khớp."
8,"Phương pháp Max Pooling (Gộp Cực đại) hoạt động theo quy tắc nào?","Lấy giá trị lớn nhất trong vùng để giữ lại đặc trưng nổi bật như đường viền hay góc.","Lấy giá trị trung bình cộng của vùng để làm mịn và loại bỏ nhiễu trong ảnh đầu vào.","Lấy giá trị nhỏ nhất trong vùng để phát hiện các vùng tối nhất trong bản đồ đặc trưng.","Lấy giá trị trung vị của vùng để cân bằng giữa các pixel sáng nhất và tối nhất trong ảnh.",A,"Max Pooling lấy giá trị lớn nhất trong vùng, giữ lại các đặc trưng nổi bật nhất (đường viền, góc sắc nét). Đây là phương pháp phổ biến nhất trong CNN hiện đại."
9,"Hàm kích hoạt ReLU thống trị CNN hiện đại nhờ ba ưu điểm nào?","Tính toán cực nhanh, tránh triệt tiêu đạo hàm, và giúp mạng hội tụ nhanh gấp nhiều lần.","Sinh ra giá trị xác suất chuẩn, hỗ trợ phân loại đa lớp, và tương thích với hàm Softmax.","Loại bỏ hoàn toàn nhiễu dữ liệu, tăng độ phân giải ảnh, và giảm kích thước mô hình xuống.","Tự động điều chỉnh tốc độ học, cập nhật trọng số thích ứng, và không cần tối ưu hóa thủ công.",A,"ReLU: (1) Chỉ cần phép so sánh với 0 nên cực nhanh, (2) Đạo hàm miền dương luôn = 1 nên không bão hòa, (3) Thực nghiệm chứng minh hội tụ nhanh hơn gấp nhiều lần."
10,"Kỹ thuật Dropout hoạt động bằng cách nào để chống Quá khớp?","Ngẫu nhiên tắt một tỷ lệ nơ-ron trong mỗi bước huấn luyện ép mạng học đặc trưng độc lập.","Thêm nhiễu Gaussian vào toàn bộ trọng số mạng trước mỗi lần cập nhật gradient ngược.","Giảm tốc độ học xuống một nửa sau mỗi epoch để mô hình hội tụ chậm hơn và ổn định hơn.","Loại bỏ vĩnh viễn các nơ-ron có giá trị kích hoạt thấp nhất khỏi kiến trúc mạng nơ-ron.",A,"Dropout tắt ngẫu nhiên nơ-ron trong mỗi bước huấn luyện, ép chúng tự trích xuất đặc trưng độc lập, tăng tính chống chịu nhiễu và tạo hiệu ứng tổ hợp hàng triệu mạng thưa."
