ID,QuestionContent,AAnswer,BAnswer,CAnswer,DAnswer,Answer,Explanation
1,"Hàm Softmax ở lớp cuối của mạng CNN phân loại có nhiệm vụ gì?","Biến các giá trị đầu ra thành phân phối xác suất cho từng danh mục phân loại.","Giảm số chiều của vector đặc trưng xuống còn một giá trị duy nhất đại diện cho lớp.","Loại bỏ các giá trị âm trong đầu ra để đảm bảo tất cả kết quả đều là số dương.","Chuẩn hóa ảnh đầu vào về khoảng giá trị từ không đến một trước khi đưa vào mạng.",A,"Softmax biến các con số thô thành phân phối xác suất cho từng danh mục. Ví dụ: 'con mèo: 98%, con chó: 2%'. Bản chất là gán một nhãn duy nhất cho toàn bộ bức ảnh."
2,"Bài toán Định vị đối tượng (Localization) khác Phân loại ở điểm nào?","Phải vẽ hộp giới hạn bao quanh đối tượng nên trở thành bài toán hồi quy giá trị liên tục.","Chỉ cần trả lời đối tượng thuộc lớp nào mà không cần biết vị trí trong bức ảnh gốc.","Yêu cầu phân đoạn từng pixel riêng lẻ thành các vùng đối tượng khác nhau trong ảnh.","Sử dụng mạng GAN để tạo ra ảnh mới chứa đối tượng ở vị trí do người dùng chỉ định.",A,"Định vị phải vẽ hộp giới hạn (x, y, w, h) là các giá trị liên tục → bài toán hồi quy. Dùng Multi-task: nhánh 1 phân loại (softmax), nhánh 2 hồi quy tọa độ (MSE)."
3,"Chỉ số IoU (Intersection over Union) trong phát hiện đối tượng được tính như thế nào?","Bằng diện tích phần giao nhau chia cho diện tích phần hợp nhất của hai hộp giới hạn.","Bằng tổng diện tích hai hộp giới hạn chia cho diện tích phần giao nhau của chúng với nhau.","Bằng hiệu số giữa diện tích hộp dự đoán và diện tích hộp thực tế theo giá trị tuyệt đối.","Bằng tích số của chiều rộng và chiều cao hộp dự đoán chia cho kích thước ảnh gốc ban đầu.",A,"IoU = Diện tích giao / Diện tích hợp. Biên độ từ 0 (lệch hoàn toàn) đến 1 (trùng khớp hoàn hảo). Từ 0.5 trở lên được coi là dự đoán tốt."
4,"Phương pháp Cửa sổ trượt (Sliding Window) có nút thắt cổ chai gì?","Chi phí tính toán khổng lồ vì phải chạy CNN lặp lại hàng nghìn lần cho mỗi khung hình.","Chỉ phát hiện được đúng một đối tượng duy nhất trong mỗi bức ảnh đầu vào mà thôi.","Yêu cầu bắt buộc biết trước kích thước chính xác của đối tượng cần tìm trong bức ảnh.","Không thể phân biệt được các đối tượng có màu sắc tương tự nhau trong cùng bức ảnh.",A,"Cửa sổ trượt phải chạy CNN lặp đi lặp lại hàng nghìn lần cho một khung hình. Thêm vào đó, lớp FC bắt buộc ảnh cố định kích thước → không thể chạy thời gian thực."
5,"Mạng Tích chập Hoàn toàn (FCN) đột phá so với CNN truyền thống ở điểm nào?","Loại bỏ hoàn toàn lớp Fully Connected nên xử lý được ảnh kích thước bất kỳ một lần nhìn.","Sử dụng nhiều lớp Pooling hơn để giảm kích thước bản đồ đặc trưng xuống một pixel duy nhất.","Thay thế tất cả lớp tích chập bằng lớp kết nối đầy đủ để tăng dung lượng biểu diễn mạng.","Bổ sung thêm các lớp Dropout sau mỗi lớp tích chập để chống Quá khớp triệt để hơn.",A,"FCN loại bỏ hoàn toàn lớp Fully Connected (thứ phá hủy thông tin không gian), thay bằng Conv 1×1. Ưu điểm: xử lý ảnh kích thước bất kỳ, chỉ nhìn một lần duy nhất."
6,"Mô hình YOLO (You Only Look Once) thuộc trường phái thiết kế nào?","Trường phái Một giai đoạn, dự đoán hộp giới hạn và phân loại trực tiếp trong một mạng.","Trường phái Hai giai đoạn, lọc vùng tiềm năng trước rồi mới phân loại và tinh chỉnh sau.","Trường phái Ba giai đoạn, thêm bước hậu xử lý Non-Maximum Suppression ở giai đoạn cuối.","Trường phái Không giai đoạn, sử dụng thuật toán di truyền để tối ưu hóa vị trí hộp giới hạn.",A,"YOLO thuộc trường phái Một giai đoạn (Single-stage): dự đoán hộp giới hạn và phân loại trực tiếp trong một mạng duy nhất chạy song song, đạt tốc độ >50 FPS."
7,"Quy tắc Trách nhiệm trong YOLO hoạt động như thế nào?","Ô lưới nào chứa tâm hộp giới hạn của đối tượng thì phải chịu trách nhiệm phát hiện nó.","Tất cả ô lưới cùng chia sẻ trách nhiệm phát hiện đối tượng bằng cơ chế bầu chọn đa số.","Chỉ ô lưới nằm ở trung tâm bức ảnh mới được phép phát hiện và phân loại đối tượng.","Ô lưới có giá trị pixel trung bình cao nhất sẽ được giao nhiệm vụ phát hiện đối tượng.",A,"YOLO chia ảnh thành lưới S×S. Nếu tâm hộp giới hạn rơi vào ô lưới nào, ô đó phải chịu hoàn toàn trách nhiệm phát hiện đối tượng ấy."
8,"Mô hình Faster R-CNN sử dụng cơ chế nào để đạt độ chính xác cao nhất?","Mạng đề xuất vùng RPN tự động tìm vùng tiềm năng rồi tinh chỉnh kép qua RoI Pooling.","Chia ảnh thành lưới cố định S×S và dự đoán trực tiếp song song trên tất cả các ô lưới.","Quét tuần tự cửa sổ trượt qua toàn bộ ảnh với nhiều kích thước khác nhau cho mỗi lần.","Sử dụng mạng GAN để tạo ra các ảnh giả chứa đối tượng ở nhiều vị trí khác nhau nhằm tăng dữ liệu.",A,"Faster R-CNN: Giai đoạn 1 - RPN tự động tìm vùng tiềm năng. Giai đoạn 2 - RoI Pooling + Fast R-CNN Head phân loại và tinh chỉnh tọa độ lần nữa. Tinh chỉnh kép triệt tiêu sai số."
9,"Mô hình SSD (Single Shot MultiBox Detector) khắc phục điểm yếu nào của YOLO đời đầu?","Dự đoán trên nhiều bản đồ đặc trưng đa kích thước để phát hiện tốt vật thể nhỏ san sát.","Sử dụng kiến trúc hai giai đoạn để tăng độ chính xác phân loại lên mức tuyệt đối hoàn hảo.","Thay thế lưới cố định bằng cửa sổ trượt linh hoạt để quét tuần tự qua toàn bộ bức ảnh.","Loại bỏ hoàn toàn các hộp mỏ neo để giảm số lượng dự đoán dư thừa trong mỗi lần chạy.",A,"SSD khắc phục YOLO đời đầu kém nhận diện vật nhỏ: dự đoán trên nhiều bản đồ đặc trưng đa kích thước. Lớp to nhìn vật nhỏ, lớp nhỏ nhìn vật to, kết hợp hàng nghìn Anchor Boxes."
10,"Chỉ số mAP (mean Average Precision) được tính bằng phương pháp nào?","Tính AP cho từng danh mục bằng diện tích dưới đường Precision-Recall rồi lấy trung bình.","Đếm tổng số hộp giới hạn dự đoán đúng chia cho tổng số hộp dự đoán trên toàn bộ tập test.","Tính tỷ lệ pixel được phân loại đúng chia cho tổng số pixel trong tất cả ảnh kiểm thử.","Đo khoảng cách Euclidean trung bình giữa tâm hộp dự đoán và tâm hộp thực tế trên mọi ảnh.",A,"mAP: Bước 1 - tính AP = diện tích dưới đường cong Precision-Recall cho từng danh mục. Bước 2 - lấy trung bình cộng tất cả AP. Dự đoán đúng cần đoán đúng nhãn VÀ IoU > 0.5."
