ID,QuestionContent,AAnswer,BAnswer,CAnswer,DAnswer,Answer,Explanation
1,"Động lực chính để phát triển các mạng tinh gọn (Lightweight Networks) cho Edge AI là gì?","Cân bằng tối ưu giữa kích thước mô hình nhỏ gọn và tốc độ suy luận nhanh.","Loại bỏ hoàn toàn bộ lọc tích chập để chỉ dùng các lớp kết nối đầy đủ khổng lồ.","Tăng số lượng tham số lên hàng tỷ để mô phỏng bộ não người một cách chính xác.","Bắt buộc mô hình phải phụ thuộc hoàn toàn vào hệ thống điện toán đám mây từ xa.",A,"Xu hướng Edge Computing đòi hỏi mạng nhỏ gọn. MobileNet chấp nhận hy sinh phần nhỏ độ chính xác để giảm cấp số nhân tham số/phép toán, tối ưu di động."
2,"Tích chập tách biệt chiều sâu trong MobileNet thực hiện quá trình lọc theo thứ tự nào?","Bước 1: Tích chập chiều sâu (không gian), Bước 2: Tích chập điểm 1x1 (xuyên kênh).","Bước 1: Gộp trung bình, Bước 2: Kích hoạt phi tuyến ReLU trên toàn bộ các kênh.","Bước 1: Chuyển ảnh màu sang ảnh xám, Bước 2: Đếm tần suất xuất hiện pixel.","Bước 1: Tích chập 11x11, Bước 2: Đưa trực tiếp vào mạng hồi quy chuỗi thời gian.",A,"Depthwise Separable Conv: (1) Depthwise (tích chập chiều sâu) áp bộ lọc 3x3 cho từng kênh riêng biệt; (2) Pointwise (tích chập điểm 1x1) kết hợp các kênh."
3,"Khối 'Thắt cổ chai đảo ngược' (Inverted Residuals) của MobileNetV2 hoạt động theo cơ chế nào?","Mở rộng kênh bằng 1x1, trích xuất đặc trưng bằng 3x3, và nén kênh lại bằng 1x1.","Nén kênh bằng 1x1, gộp cực đại bằng 3x3, và sau đó mở rộng kênh lại bằng 1x1.","Gộp trung bình không gian, nhân ma trận tuyến tính, và kích hoạt hàm mũ Softmax.","Dừng hoàn toàn quá trình lan truyền ngược và khởi tạo lại toàn bộ ma trận trọng số.",A,"Inverted Residuals: (1) Mở rộng kênh (Conv 1x1); (2) Trích xuất không gian (Depthwise 3x3); (3) Thu hẹp kênh (Conv 1x1) - đặc biệt bước 3 là nút thắt tuyến tính."
4,"Tại sao bước thu hẹp cuối cùng trong khối thắt cổ chai đảo ngược lại là nút thắt tuyến tính?","Vì không sử dụng hàm kích hoạt phi tuyến để tránh làm phá hủy hoặc thất thoát thông tin.","Vì bắt buộc phải sử dụng hàm ReLU để triệt tiêu các đặc trưng âm khỏi bộ nhớ hệ thống.","Vì bước này yêu cầu dữ liệu phải trải qua lớp kết nối đầy đủ hàng nghìn nơ-ron trước.","Vì mô hình bị giới hạn bởi phần cứng nên không thể thực hiện phép toán phi tuyến tính.",A,"Bước 3 (Thu hẹp nén kênh) là nút thắt tuyến tính: tuyệt đối không sử dụng hàm kích hoạt phi tuyến tính ở cuối cùng để tránh phá hủy/thất thoát thông tin chiều thấp."
5,"Kiến trúc EfficientNet đạt được hiệu suất vượt trội nhờ vào phương pháp nào?","Mở rộng đồng thời cả ba chiều: Chiều sâu, Chiều rộng và Độ phân giải theo công thức.","Sử dụng duy nhất một lớp tích chập khổng lồ để quét toàn bộ bức ảnh đầu vào cùng lúc.","Chỉ tập trung tăng chiều sâu lên hàng nghìn lớp mà không quan tâm đến chiều rộng mạng.","Loại bỏ toàn bộ các lớp tích chập và thay bằng thuật toán tìm kiếm nhị phân ngẫu nhiên.",A,"EfficientNet dùng Quy luật mở rộng kép (Compound Scaling): mở rộng đồng thời cả 3 chiều (Chiều sâu, Chiều rộng, Độ phân giải) dựa trên hệ số nhân alpha, beta, gamma."
6,"Triết lý 'Đứng trên vai người khổng lồ' trong AI thị giác máy tính ám chỉ kỹ thuật nào?","Học chuyển giao (Transfer Learning) tận dụng mạng đã huấn luyện trên tập dữ liệu lớn.","Sử dụng siêu máy tính lượng tử của Google để xử lý mọi thuật toán lan truyền ngược.","Tạo ra các mạng nơ-ron khổng lồ hàng nghìn lớp bằng cách lập trình thủ công hoàn toàn.","Thay thế toàn bộ các thuật toán học máy bằng phương pháp lập trình quy tắc cổ điển.",A,"Triết lý Học chuyển giao: Tận dụng mô hình CNN đã huấn luyện sẵn (Pre-trained) trên ImageNet, 'khóa' khối trích xuất đặc trưng và chỉ dạy lớp phân loại mới."
7,"Chiến lược 'Đóng băng toàn bộ' trong Học chuyển giao phù hợp nhất khi nào?","Khi tập dữ liệu mới có số lượng rất ít nhưng lại có độ tương đồng cao với dữ liệu gốc.","Khi tập dữ liệu mới có hàng triệu hình ảnh và hoàn toàn khác biệt so với dữ liệu gốc.","Khi muốn thay đổi hoàn toàn kiến trúc của mạng nơ-ron cơ sở để giải quyết bài toán hồi quy.","Khi chạy mô hình trên siêu máy tính đa lõi có đủ khả năng huấn luyện lại từ đầu nhanh chóng.",A,"Chiến lược Đóng băng toàn bộ (chỉ huấn luyện lớp Output): Phù hợp nhất khi tập dữ liệu mới RẤT ÍT và có độ tương đồng cao với dữ liệu gốc, tránh quá khớp."
8,"Sự khác biệt cốt lõi giữa hai trường phái mạng Phát hiện đối tượng là gì?","Một giai đoạn ưu tiên tốc độ (YOLO, SSD) còn Hai giai đoạn ưu tiên độ chính xác (Faster R-CNN).","Một giai đoạn chỉ dùng cho ảnh đen trắng còn Hai giai đoạn dùng cho ảnh màu phân giải cao.","Một giai đoạn dùng mạng RNN còn Hai giai đoạn dùng cấu trúc CNN tích hợp đa tầng phức tạp.","Hai giai đoạn bỏ qua hoàn toàn hộp giới hạn và chỉ tập trung vào phân loại nhãn đối tượng.",A,"Hai giai đoạn (Faster R-CNN với RPN) đặt ưu tiên vào độ chính xác tối đa. Một giai đoạn (SSD, YOLO) trực tiếp dự đoán vị trí/nhãn trong 1 lần chạy, ưu tiên tốc độ thời gian thực."
9,"SSD-Lite được sinh ra nhằm mục đích tối ưu hóa cho nền tảng nào?","Thiết bị di động bằng cách kết hợp MobileNetV2 và cơ chế phát hiện của mạng SSD.","Siêu máy tính chuyên dụng dùng để giải quyết bài toán biến đổi khí hậu trên toàn cầu.","Các hệ thống máy chủ điện toán đám mây khổng lồ đòi hỏi tính toán hàng tỷ phép toán.","Thiết bị thực tế ảo VR yêu cầu kết nối băng thông rộng và mạng lưới máy tính lượng tử.",A,"SSD-Lite kết hợp mạng xương sống tinh gọn MobileNetV2 và cơ chế phát hiện SSD, tối ưu hóa triệt để cho việc chạy trực tiếp trên thiết bị di động."
10,"Trong vòng đời mô hình Deep Learning, bước 'Giám sát' có vai trò gì quan trọng?","Theo dõi Data drift (suy giảm chất lượng) để tinh chỉnh mô hình giữ vững hiệu suất.","Tự động xóa bỏ toàn bộ dữ liệu người dùng để tuân thủ các quy định bảo mật hệ thống.","Chuyển đổi ngôn ngữ lập trình của mô hình từ Python sang Java để tích hợp dễ dàng hơn.","Tắt hoàn toàn mô hình khi không có kết nối Internet để tiết kiệm pin cho thiết bị di động.",A,"Khi chạy thực tế, dữ liệu có thể bị thay đổi/suy giảm chất lượng (Data drift). Bước 4 (Giám sát) theo dõi liên tục để tiến hành tinh chỉnh lại mô hình khi cần."
