ID,QuestionContent,AAnswer,BAnswer,CAnswer,DAnswer,Answer,Explanation
1,"Mục tiêu tối thượng của Học có giám sát (Supervised Learning) là gì?","Giảm thiểu tối đa sai số giữa dự đoán của mô hình và nhãn thực tế đã biết.","Tự động phân nhóm dữ liệu mà không cần bất kỳ nhãn đáp án nào từ con người.","Tăng số lượng tham số trong mô hình để ghi nhớ toàn bộ tập huấn luyện cho chính xác.","Chuyển đổi dữ liệu từ dạng ảnh sang dạng văn bản để máy tính có thể đọc hiểu được.",A,"Học có giám sát hoạt động bằng cách sử dụng cặp (dữ liệu đầu vào, nhãn đáp án) để thiết lập mô hình sao cho dự đoán đồng thuận nhất với thực tế."
2,"Trong Học có giám sát, giai đoạn Kiểm thử (Testing) thực hiện nhiệm vụ gì?","Đưa dữ liệu hoàn toàn mới chưa từng thấy qua Mô hình để nhận dự đoán đầu ra.","Cung cấp thêm các cặp dữ liệu và nhãn để mô hình tiếp tục quá trình huấn luyện.","Xóa bỏ các tham số dư thừa trong mô hình để giảm thiểu dung lượng bộ nhớ RAM.","Thay đổi cấu trúc bên trong của mô hình nhằm tối ưu hóa tốc độ xử lý của hệ thống.",A,"Giai đoạn Kiểm thử là đưa dữ liệu hoàn toàn mới, chưa từng xuất hiện trong lúc học, đi qua Mô hình để nhận dự đoán đầu ra tự động."
3,"Bài toán Phân lớp (Classification) khác bài toán Hồi quy (Regression) ở điểm nào?","Phân lớp dự đoán nhãn rời rạc trong danh sách cho trước thay vì giá trị liên tục.","Phân lớp chỉ áp dụng cho dữ liệu hình ảnh còn Hồi quy chỉ dùng cho dữ liệu số.","Phân lớp không cần giai đoạn huấn luyện mà trực tiếp đưa ra kết quả phân loại ngay.","Phân lớp sử dụng dữ liệu không có nhãn còn Hồi quy bắt buộc phải có nhãn đáp án.",A,"Phân lớp dự đoán nhãn rời rạc (ví dụ: con ngựa hay con mèo) trong danh sách cho trước, trong khi Hồi quy dự đoán giá trị liên tục (ví dụ: nhiệt độ, giá nhà)."
4,"Tại sao thuật toán KNN được gọi là kỹ thuật học máy phi tham số (Non-parametric)?","Vì KNN không tóm tắt dữ liệu qua hàm giải tích mà lưu trữ toàn vẹn mọi mẫu.","Vì KNN hoàn toàn không sử dụng bất kỳ phép tính khoảng cách nào khi dự đoán.","Vì KNN chỉ hoạt động trên dữ liệu một chiều mà không hỗ trợ không gian đa chiều.","Vì KNN yêu cầu người dùng phải nhập tay toàn bộ tham số trước khi chạy thuật toán.",A,"KNN hoàn toàn không cố gắng tóm tắt dữ liệu qua một hàm giải tích tổng quát có số lượng tham số thấp. Thay vào đó nó lưu trữ nguyên vẹn toàn bộ mẫu huấn luyện."
5,"Cơ chế quyết định phân lớp của KNN dựa trên nguyên tắc nào?","Tìm K mẫu lân cận gần nhất rồi bầu chọn đa số để xác định lớp chiến thắng.","Tính trung bình cộng toàn bộ khoảng cách rồi chọn lớp có giá trị trung bình lớn nhất.","Xây dựng một mặt phẳng phân tách tối ưu giữa các cụm dữ liệu trong không gian đặc trưng.","Sử dụng mạng nơ-ron nhân tạo để tự động trích xuất đặc trưng và phân loại hình ảnh.",A,"KNN tìm K mẫu lân cận gần nhất với dữ liệu mới, sau đó quyết định lớp bằng cơ chế bầu chọn đa số: lớp nào xuất hiện nhiều nhất trong K lân cận sẽ chiến thắng."
6,"Khi chọn K quá nhỏ (ví dụ K=1), thuật toán KNN gặp phải vấn đề gì?","Mô hình phản ứng cực nhạy với nhiễu, ranh giới bị phân mảnh gây ra Quá khớp.","Mô hình hoàn toàn không thể phân biệt được bất kỳ lớp dữ liệu nào trong tập mẫu.","Mô hình tốn quá nhiều bộ nhớ RAM do phải lưu trữ thêm các tham số bổ sung.","Mô hình chỉ hoạt động chính xác với dữ liệu hai chiều mà bỏ qua các chiều cao hơn.",A,"Khi K=1, mô hình phản ứng cực kỳ nhạy cảm với nhiễu, ranh giới quyết định bị phân mảnh. Hiện tượng này gọi là Quá khớp (Overfitting)."
7,"Phương pháp Kiểm chứng chéo (Cross-validation) được sử dụng trong KNN với mục đích gì?","Dò tìm giá trị K tối ưu nhất giúp cân bằng giữa Quá khớp và Dưới khớp.","Tăng tốc độ tính toán khoảng cách bằng cách chia nhỏ tập dữ liệu thành nhiều phần.","Chuyển đổi thuật toán KNN từ phi tham số sang có tham số để tăng hiệu quả phân lớp.","Loại bỏ hoàn toàn các mẫu dữ liệu bị nhiễu trước khi tiến hành giai đoạn huấn luyện.",A,"Cross-validation được dùng để dò tìm giá trị K tối ưu nhất, tránh chọn K quá nhỏ (Overfitting) hoặc K quá lớn (Underfitting)."
8,"Cấu trúc Cây K-D (K-D Trees) giúp tối ưu thuật toán KNN bằng cách nào?","Phân chia không gian đặc trưng đa chiều bằng siêu mặt phẳng để bỏ qua tính toán thừa.","Nén toàn bộ dữ liệu huấn luyện thành một vector duy nhất để so sánh nhanh trong bộ nhớ.","Chuyển đổi dữ liệu từ không gian liên tục sang không gian rời rạc nhằm giảm số lượng phép tính.","Thay thế hoàn toàn phép tính khoảng cách Euclidean bằng phép tính khoảng cách Manhattan đơn giản.",A,"Cây K-D phân chia không gian đặc trưng đa chiều bằng các siêu mặt phẳng đan xen. Kết hợp chiến lược Best Bin First, bỏ qua các vùng không liên quan, tăng tốc tìm lân cận."
9,"Nghịch lý kích thước trong KNN khi áp dụng cho phân lớp ảnh là gì?","Các bộ trích xuất SIFT hay SURF tạo ra số điểm đặc trưng khác nhau cho mỗi ảnh.","Thuật toán KNN chỉ hoạt động với ảnh có cùng độ phân giải và tỷ lệ khung hình cố định.","Số lượng lớp phân loại tăng lên làm cho thuật toán KNN mất khả năng bầu chọn đa số.","Khoảng cách Euclidean trở nên vô nghĩa khi vector đặc trưng chỉ có duy nhất một chiều.",A,"SIFT/SURF tạo ra số lượng điểm đặc trưng khác nhau cho mỗi ảnh (ví dụ ảnh 1: 500 điểm, ảnh 2: 800 điểm). KNN không thể so sánh trực tiếp hai ma trận có kích thước khác biệt."
10,"Mô hình nào được đề xuất để giải quyết Nghịch lý kích thước của KNN trong phân lớp ảnh?","Mô hình Bag-of-Features nén hàng ngàn vector thành một vector có độ dài cố định.","Mô hình mạng nơ-ron tích chập CNN tự động chuẩn hóa kích thước đầu vào bất kỳ.","Mô hình Random Forest sử dụng nhiều cây quyết định để bỏ phiếu phân lớp đa số.","Mô hình Autoencoder nén ảnh gốc xuống không gian tiềm ẩn rồi giải mã ngược lại ảnh.",A,"Mô hình Bag-of-Features (Túi từ vựng thị giác) dùng K-Means tạo Từ điển, rồi đếm tần suất từ vựng thành Histogram cố định, giải quyết nghịch lý kích thước."
