ID,QuestionContent,AAnswer,BAnswer,CAnswer,DAnswer,Answer,Explanation
1,"Thuật toán SIFT đạt được tính bất biến tỷ lệ (Scale Invariance) nhờ cơ chế nào?","Nhờ Kim tự tháp Gaussian và ảnh Hiệu của Gaussian (DoG) để quét không gian tỷ lệ.","Nhờ phương pháp thu nhỏ cửa sổ trượt liên tục cho đến khi phát hiện được đặc trưng.","Nhờ việc chuyển đổi ảnh sang không gian màu HSV trước khi thực hiện trích xuất vector.","Nhờ việc sử dụng bộ lọc trung vị để loại bỏ nhiễu trước khi tìm kiếm các điểm neo.",A,"SIFT xây dựng Kim tự tháp Gaussian với nhiều tầng mờ và tỷ lệ khác nhau, rồi dùng phép trừ DoG để phát hiện cực trị trong không gian 3D (x, y, scale)."
2,"Trong SIFT, tại sao mỗi pixel ứng cử viên phải so sánh với 26 điểm lân cận thay vì 8?","Vì quét trong không gian 3D gồm 8 điểm cùng tầng, 9 tầng trên và 9 tầng dưới.","Vì thuật toán yêu cầu tối thiểu 26 mẫu thống kê để đạt độ tin cậy chín mươi phần trăm.","Vì SIFT phải kiểm tra thêm 18 pixel nằm trên đường chéo của ma trận ảnh Gaussian.","Vì cần so sánh đồng thời trên cả ba kênh màu RGB để đảm bảo tính chính xác tuyệt đối.",A,"Pixel nằm giữa khối Rubik 3x3x3: 8 hàng xóm cùng tầng tỷ lệ + 9 hàng xóm tầng trên + 9 hàng xóm tầng dưới = 26 điểm bao bọc không gian 3 chiều."
3,"Giai đoạn 2 của SIFT loại bỏ các điểm nằm trên cạnh (Edge Response) vì lý do gì?","Vì điểm trên cạnh bị hiệu ứng trượt, gây sai lệch lớn khi so khớp tọa độ.","Vì các điểm trên cạnh luôn nằm ngoài vùng ảnh có ý nghĩa nên không cần xét đến.","Vì cạnh không tồn tại trong không gian Kim tự tháp Gaussian do bị làm mờ hoàn toàn.","Vì số lượng điểm trên cạnh quá ít để tạo thành vector mô tả có ý nghĩa thống kê.",A,"Điểm trên cạnh bị hiệu ứng trượt: trượt dọc theo biên không gây thay đổi tín hiệu, máy tính không xác định được tọa độ chính xác. SIFT dùng Ma trận Hessian để loại bỏ."
4,"Giai đoạn 3 của SIFT gán hướng chính cho mỗi Keypoint nhằm mục đích gì?","Nhằm đạt tính bất biến với phép xoay bằng cách tạo hệ trục tọa độ độc lập.","Nhằm tăng tốc độ xử lý của thuật toán bằng cách giảm số chiều của vector mô tả.","Nhằm chuyển đổi ảnh gốc từ hệ tọa độ cực sang hệ tọa độ Descartes cho dễ tính.","Nhằm phân loại Keypoint thành hai nhóm góc và cạnh trước khi đưa vào bộ phân loại.",A,"SIFT cấp cho mỗi Keypoint một kim chỉ nam (hướng chủ đạo) riêng. Mọi tính toán vector xoay theo hướng này, nên dù ảnh xoay 360 độ, đặc trưng vẫn không đổi."
5,"Vector mô tả 128 chiều của SIFT được tạo ra từ công thức thiết kế nào?","16 ô con (mỗi ô 4×4 pixel) nhân với 8 hướng gradient cho mỗi ô con bằng 128.","128 điểm ảnh được lấy mẫu ngẫu nhiên trong vùng 16×16 xung quanh Keypoint.","8 ô con (mỗi ô 8×8 pixel) nhân với 16 hướng gradient cho mỗi ô con bằng 128.","64 ô con (mỗi ô 2×2 pixel) nhân với 2 hướng gradient cho mỗi ô con bằng 128.",A,"Vùng 16×16 pixel chia thành 16 ô con 4×4. Mỗi ô con tạo biểu đồ 8 hướng gradient. 16 × 8 = 128 giá trị tạo thành vector mô tả."
6,"Quy trình xử lý hậu kỳ 3 bước của SIFT nhằm đạt tính bất biến với yếu tố nào?","Nhằm đạt tính bất biến với sự thay đổi chiếu sáng bằng chuẩn hóa và cắt ngưỡng.","Nhằm đạt tính bất biến với phép xoay ảnh bằng phương pháp nội suy song tuyến tính.","Nhằm đạt tính bất biến với độ phân giải camera bằng thuật toán siêu phân giải ảnh.","Nhằm đạt tính bất biến với nhiễu Gaussian bằng bộ lọc trung vị có kích thước thích ứng.",A,"Hậu kỳ SIFT gồm: (1) Chuẩn hóa vector về độ dài đơn vị (triệt tiêu ánh sáng tuyến tính), (2) Cắt ngưỡng ở mức 0.2 (chống lóa sáng cục bộ), (3) Chuẩn hóa lần hai."
7,"Vũ khí bí mật giúp SURF chạy nhanh hơn SIFT gấp 3-10 lần là gì?","Là Ảnh tích phân (Integral Image) cho phép tính tổng vùng chữ nhật chỉ với 4 phép truy xuất.","Là việc sử dụng GPU song song để tăng tốc mọi phép tính tích chập trên toàn bộ ảnh.","Là việc giảm kích thước ảnh gốc xuống còn một phần tư trước khi bắt đầu xử lý.","Là thuật toán nén ảnh JPEG-2000 cho phép loại bỏ dữ liệu thừa trước khi phân tích.",A,"Ảnh tích phân lưu sẵn tổng cộng dồn tại mỗi điểm. Để tính tổng vùng chữ nhật bất kỳ, chỉ cần 4 phép truy xuất và 3 phép cộng trừ, bất kể kích thước vùng."
8,"SURF tạo Không gian Tỷ lệ khác SIFT như thế nào?","SURF giữ nguyên ảnh gốc và tăng kích thước Bộ lọc Box thay vì thu nhỏ ảnh.","SURF thu nhỏ ảnh gốc nhiều lần liên tiếp rồi áp bộ lọc cố định lên từng tầng.","SURF chuyển ảnh sang miền tần số Fourier để phân tích tỷ lệ bằng phổ tần số.","SURF sử dụng mạng nơ-ron tích chập để tự động học các tỷ lệ tối ưu từ dữ liệu.",A,"SURF giữ nguyên ảnh gốc, không bao giờ thu nhỏ. Thay vào đó, SURF tăng kích thước Bộ lọc Box lên các mức khác nhau. Nhờ Ảnh tích phân, kích thước bộ lọc không ảnh hưởng tốc độ."
9,"Vector đặc trưng của SURF có bao nhiêu chiều và so với SIFT thì sao?","SURF tạo vector 64 chiều, gọn nhẹ hơn đúng một nửa so với 128 chiều của SIFT.","SURF tạo vector 256 chiều, chi tiết hơn gấp đôi so với 128 chiều của SIFT.","SURF tạo vector 128 chiều, hoàn toàn giống hệt với kích thước vector của SIFT.","SURF tạo vector 32 chiều, chỉ bằng một phần tư so với 128 chiều của SIFT.",A,"SURF chỉ tính 4 giá trị phản hồi Haar-wavelet cho mỗi ô (thay vì 8 hướng như SIFT). 16 ô × 4 giá trị = 64 chiều. Bộ nhớ giảm một nửa, tốc độ tăng gấp đôi."
10,"Hệ số hiệu chỉnh 0.9 trong công thức Định thức Hessian của SURF có tác dụng gì?","Bù đắp sai số khi xấp xỉ đạo hàm Gaussian bằng Bộ lọc Box hình chữ nhật.","Giới hạn giá trị tối đa của gradient để tránh hiện tượng tràn số nguyên 32-bit.","Tăng độ nhạy của thuật toán lên 90% so với mức nhạy mặc định ban đầu của SIFT.","Giảm số lượng Keypoint đầu ra xuống còn 90% để tiết kiệm bộ nhớ RAM cho hệ thống.",A,"Khi dùng khối chữ nhật (Box Filter) xấp xỉ đường cong Gaussian, chắc chắn sinh sai số. Hệ số 0.9 được tính toán để bù đắp khoảng sai lệch đó, giữ kết quả chính xác."
