ID,QuestionContent,AAnswer,BAnswer,CAnswer,DAnswer,Answer,Explanation
1,"Học chuyển giao (Transfer Learning) là gì trong ngữ cảnh mạng CNN?","Là quá trình tái sử dụng tri thức từ mạng đã huấn luyện sang bài toán mới tương tự.","Là quá trình chuyển dữ liệu huấn luyện từ máy chủ này sang máy chủ khác qua mạng LAN.","Là quá trình sao chép hoàn toàn kiến trúc mạng CNN rồi huấn luyện lại từ trọng số ngẫu nhiên.","Là quá trình nén mô hình CNN thành file nhỏ hơn để triển khai trên thiết bị di động IoT.",A,"Transfer Learning chuyển giao tri thức từ bài toán đã giải quyết sang bài toán mới. Thay vì huấn luyện từ số không, ta tái sử dụng mạng hiện có từ tác vụ tương tự."
2,"Tại sao các lớp thấp của CNN mang tính tổng quát cao và có thể tái sử dụng?","Vì lớp thấp học các cấu trúc cơ bản như đoạn thẳng, góc, màu sắc chung cho mọi ảnh.","Vì lớp thấp chứa ít tham số nhất nên dễ dàng sao chép sang kiến trúc mạng mới bất kỳ.","Vì lớp thấp không tham gia quá trình lan truyền ngược nên trọng số luôn giữ nguyên giá trị.","Vì lớp thấp sử dụng hàm kích hoạt Sigmoid thay vì ReLU nên ổn định hơn khi chuyển giao.",A,"Cấu trúc kim tự tháp CNN: lớp thấp học đoạn thẳng, góc, màu sắc (tổng quát cao). Lớp trung gian học mắt, mũi, bánh xe. Lớp cao mang tính đặc thù cho từng bài toán."
3,"Chiến lược Đóng băng (Feature Extraction) trong Transfer Learning thực hiện như thế nào?","Đặt lớp cũ ở trạng thái trainable=False và chỉ huấn luyện lớp đầu ra Output mới.","Xóa toàn bộ trọng số của lớp cũ rồi khởi tạo lại bằng giá trị ngẫu nhiên hoàn toàn.","Tăng tốc độ học lên gấp mười lần để các lớp cũ nhanh chóng thích nghi với dữ liệu mới.","Thêm nhiều lớp ẩn mới xen kẽ giữa các lớp cũ để mở rộng dung lượng biểu diễn mô hình.",A,"Chiến lược Đóng băng: đặt trainable=False cho lớp tái sử dụng (Gradient Descent không cập nhật trọng số), chỉ thêm và huấn luyện lớp Output mới ở đỉnh mạng."
4,"Khi thực hiện Fine-Tuning (Tinh chỉnh), cảnh báo quan trọng nhất là gì?","Phải giảm tốc độ học xuống ít nhất mười lần khi mở băng để không phá hủy trọng số cũ.","Phải tăng kích thước batch lên tối đa để tận dụng toàn bộ bộ nhớ GPU sẵn có cho hiệu quả.","Phải thay đổi hàm kích hoạt từ ReLU sang Sigmoid cho tất cả các lớp được mở băng ra.","Phải xóa toàn bộ lớp Pooling trong mạng gốc trước khi tiến hành mở băng các lớp ẩn.",A,"Cảnh báo: Bắt buộc giảm Learning Rate ≤ 1/10 khi Fine-Tuning. Tốc độ học lớn sẽ tàn phá và phá hủy ngay các trọng số tinh tế đã được tối ưu từ trước."
5,"Tham số include_top=False khi tải Pretrained Model có ý nghĩa gì?","Cắt bỏ lớp phân loại Fully Connected ở đỉnh mạng, chỉ giữ phần Trích xuất đặc trưng.","Loại bỏ tất cả các lớp tích chập ở phần dưới và chỉ giữ lại lớp phân loại cuối cùng.","Tắt chức năng Dropout trong mạng để tăng tốc quá trình huấn luyện lên trên dữ liệu mới.","Đặt toàn bộ trọng số mạng về giá trị không để chuẩn bị cho quá trình huấn luyện lại hoàn toàn.",A,"include_top=False cắt bỏ lớp Fully Connected (lớp phân loại) ở đỉnh mạng gốc. Ta chỉ lấy phần trích xuất đặc trưng để lắp vào bài toán mới của riêng mình."
6,"Mô hình ResNet giải quyết lỗi triệt tiêu đạo hàm bằng cơ chế nào?","Sử dụng kết nối tắt (Skip Connections) cho phép mạng sâu tới hàng trăm lớp hiệu quả.","Sử dụng hàm kích hoạt Sigmoid thay vì ReLU để giữ đạo hàm luôn nằm trong khoảng ổn định.","Sử dụng thuật toán tối ưu Adam thay vì SGD để tự động điều chỉnh tốc độ học linh hoạt.","Sử dụng Batch Normalization ở mọi lớp để chuẩn hóa đầu ra trước khi đưa vào hàm kích hoạt.",A,"ResNet dùng Skip Connections (kết nối tắt) cho phép gradient chảy trực tiếp qua các lớp, giải quyết lỗi triệt tiêu đạo hàm, cho phép mạng sâu tới hàng trăm lớp."
7,"Khi dữ liệu huấn luyện Ít, chiến lược Fine-Tuning nên được áp dụng như thế nào?","Chỉ tinh chỉnh lớp phân loại cuối hoặc một lớp ẩn trên cùng để ngăn chặn Quá khớp.","Mở băng toàn bộ các lớp trong mạng và huấn luyện lại từ đầu với tốc độ học rất lớn.","Loại bỏ hoàn toàn mô hình huấn luyện sẵn và tự thiết kế kiến trúc mạng nhỏ hơn nhiều.","Tăng số epoch lên hàng nghìn lần để bù đắp cho lượng dữ liệu ít ỏi trong tập huấn luyện.",A,"Dữ liệu ít: chỉ nên tinh chỉnh lớp phân loại cuối hoặc 1 lớp ẩn trên cùng, để ngăn chặn Overfitting diễn ra nghiêm trọng."
8,"Chiến lược Tiền huấn luyện không giám sát giải quyết tình huống nào?","Khi bài toán phức tạp, ít dữ liệu gán nhãn, và không có mô hình sẵn nào tương đương.","Khi có sẵn hàng triệu ảnh đã gán nhãn chính xác và cần huấn luyện mạng nhanh nhất có thể.","Khi cần triển khai mô hình trên thiết bị di động có bộ nhớ và năng lực tính toán hạn chế.","Khi muốn chuyển đổi mô hình từ framework TensorFlow sang PyTorch mà không mất trọng số.",A,"Khi bài toán quá phức tạp, ít dữ liệu gán nhãn, không tìm được Pretrained Model tương đương: dùng dữ liệu không nhãn (rẻ, dễ kiếm) huấn luyện Autoencoder/GAN rồi chuyển giao."
9,"Lớp Global Average Pooling 2D được thêm khi tuỳ chỉnh Pretrained Model có tác dụng gì?","Tính trung bình bản đồ đặc trưng giúp giảm triệt để tham số và chống Quá khớp hiệu quả.","Tăng kích thước bản đồ đặc trưng lên gấp đôi để cải thiện độ phân giải của đặc trưng.","Thay thế hoàn toàn lớp tích chập cuối cùng bằng một phép nhân ma trận đơn giản hơn.","Chuyển đổi đầu ra từ dạng tensor ba chiều sang dạng ảnh RGB để trực quan hóa kết quả.",A,"Global Average Pooling 2D tính trung bình các bản đồ đặc trưng, giảm triệt để số lượng tham số, qua đó chống lại Overfitting rất hiệu quả."
10,"Học đa tác vụ (Multi-task Learning) cho phép Pretrained Model thực hiện điều gì?","Rẽ nhánh từ một mô hình duy nhất để giải quyết đồng thời nhiều bài toán khác nhau.","Huấn luyện song song nhiều mô hình độc lập trên cùng một tập dữ liệu gán nhãn đơn lẻ.","Tự động chọn kiến trúc mạng tối ưu nhất từ một danh sách các mô hình ứng cử viên.","Chuyển đổi bài toán phân loại thành bài toán hồi quy bằng cách thay đổi hàm mất mát.",A,"Multi-task Learning rẽ nhánh từ một Pretrained Model: nhánh 1 phân loại (softmax + categorical_crossentropy), nhánh 2 định vị (Dense 4 nơ-ron + MSE). Chia sẻ đặc trưng giúp học nhanh hơn."
