ID,QuestionContent,AAnswer,BAnswer,CAnswer,DAnswer,Answer,Explanation
1,"Ba bản chất cốt lõi (DNA) cấu thành thuật toán Support Vector Machine là gì?","Học có giám sát, Mô hình phân biệt, và hoạt động dựa trên Lề cùng Siêu mặt phẳng.","Học không giám sát, Mô hình sinh, và hoạt động dựa trên xác suất Bayes hậu nghiệm.","Học tăng cường, Mô hình lai ghép, và hoạt động dựa trên phần thưởng tối đa hóa điểm.","Học bán giám sát, Mô hình tự hồi quy, và hoạt động dựa trên chuỗi Markov ẩn Viterbi.",A,"DNA của SVM gồm: (1) Học có giám sát chuyên phân lớp nhị phân, (2) Mô hình phân biệt - chỉ tìm ranh giới, (3) Hoạt động dựa trên Lề và Siêu mặt phẳng."
2,"Triết lý Lề tối đa (Maximum Margin) của SVM nhằm đạt được điều gì?","Đẩy ranh giới ra xa đều hai nhóm điểm tạo vùng đệm an toàn rộng nhất có thể.","Vẽ ngẫu nhiên một đường ranh giới sao cho sai số trên tập huấn luyện bằng không hoàn toàn.","Thu hẹp khoảng cách giữa hai nhóm dữ liệu để tăng mật độ điểm trong không gian đặc trưng.","Loại bỏ tất cả các điểm dữ liệu nằm gần ranh giới để chỉ giữ lại các điểm xa nhất.",A,"SVM đẩy đường ranh giới ra xa đều cả hai nhóm điểm, tạo thành vùng đệm an toàn rộng nhất có thể, nhờ đó giảm thiểu tối đa sai số tổng quát hóa."
3,"Trong SVM, Vector Hỗ trợ (Support Vectors) là những điểm dữ liệu nào?","Là các điểm nằm chễm chệ ngay trên hai đường mép lề của siêu mặt phẳng phân lớp.","Là các điểm nằm xa nhất so với ranh giới quyết định ở sâu bên trong mỗi cụm dữ liệu.","Là tất cả các điểm dữ liệu được sử dụng trong quá trình huấn luyện của mô hình SVM.","Là các điểm dữ liệu bị phân loại sai trong giai đoạn kiểm thử và cần được hiệu chỉnh lại.",A,"Vector Hỗ trợ nằm ngay trên mép lề, thỏa mãn phương trình biên. Ranh giới phân lớp chỉ phụ thuộc vào các điểm thiểu số này, các điểm khác có thể xóa mà không ảnh hưởng."
4,"Khoảng cách lề (Margin Width) trong SVM được tính bằng công thức nào?","Bằng hai chia cho chuẩn (norm) của vector trọng số w trong phương trình siêu mặt phẳng.","Bằng tổng khoảng cách Euclidean từ tất cả điểm dữ liệu đến siêu mặt phẳng phân lớp.","Bằng hiệu số giữa giá trị lớn nhất và giá trị nhỏ nhất của các trị riêng ma trận Hessian.","Bằng tích của hai trị riêng lớn nhất của ma trận hiệp phương sai dữ liệu trong tập huấn luyện.",A,"Khoảng cách lề (bề rộng toàn phần vùng đệm) được tính bằng 2/||w||. Để tối đa hóa lề, SVM cực tiểu hóa (1/2)||w||²."
5,"Tại sao SVM cần Lề Mềm (Soft Margin) thay vì Lề Cứng (Hard Margin)?","Vì dữ liệu thực tế luôn có sự chồng lấn nên ranh giới cứng sẽ sụp đổ hoặc vô nghĩa.","Vì lề mềm giúp tăng tốc độ huấn luyện lên gấp mười lần so với lề cứng trên cùng dữ liệu.","Vì lề cứng chỉ hoạt động trong không gian hai chiều còn lề mềm hỗ trợ không gian đa chiều.","Vì lề mềm không cần Vector Hỗ trợ nên tiết kiệm bộ nhớ hơn rất nhiều khi triển khai thực tế.",A,"Trong thực tế dữ liệu luôn có sự chồng lấn (overlapping), các điểm lẫn lộn vào nhau. Ranh giới cứng sẽ sụp đổ hoặc không thể tồn tại."
6,"Hàm Hinge Loss trong SVM Lề Mềm xử lý án phạt theo quy tắc nào?","Nếu điểm nằm đúng phía thì phạt bằng không, nếu lấn vạch lề thì phạt tăng tuyến tính.","Nếu điểm nằm đúng phía thì phạt bằng một, nếu lấn vạch lề thì phạt giảm theo hàm mũ.","Tất cả điểm dữ liệu đều chịu mức phạt giống nhau bất kể vị trí của chúng so với lề.","Chỉ phạt các điểm nằm xa ranh giới nhất vì chúng đóng góp ít nhất vào độ chính xác mô hình.",A,"Hinge Loss: nếu dữ liệu nằm an toàn đúng phía, mức phạt = 0. Nhưng nếu lấn vạch vi phạm lề, mức phạt tăng dần tuyến tính theo khoảng cách vi phạm."
7,"Thủ thuật Hạt nhân (Kernel Trick) giải quyết vấn đề gì của SVM?","Cho phép SVM phân lớp dữ liệu phi tuyến bằng cách ánh xạ lên không gian chiều cao hơn.","Cho phép SVM xử lý đồng thời nhiều bài toán phân lớp nhị phân trong cùng một lần chạy.","Cho phép SVM hoạt động mà không cần giai đoạn huấn luyện bằng cách lưu trữ toàn bộ mẫu.","Cho phép SVM tự động chọn số lượng Vector Hỗ trợ tối ưu mà không cần điều chỉnh tham số.",A,"Kernel Trick ánh xạ dữ liệu lên không gian chiều cao hơn nơi dữ liệu trở nên phân tách tuyến tính, giải quyết trường hợp dữ liệu phi tuyến trong không gian gốc."
8,"Chi phí tính toán của Kernel Trick không bị bùng nổ vì lý do gì?","Vì phép tính chỉ thực hiện trên các Vector Hỗ trợ chứ không phải toàn bộ tập dữ liệu.","Vì hàm kernel tự động giảm số chiều của không gian mới xuống bằng với không gian gốc.","Vì thuật toán sử dụng phần cứng GPU chuyên dụng để tăng tốc mọi phép biến đổi không gian.","Vì ánh xạ Phi chỉ dịch chuyển dữ liệu mà không thay đổi số chiều của không gian biểu diễn.",A,"Điều kỳ diệu của Kernel Trick: phép tính trong không gian đa chiều chỉ cần thực hiện trên đúng các Vector Hỗ trợ, nên chi phí không bị bùng nổ."
9,"SVM mở rộng sang phân lớp Đa lớp bằng chiến lược One-vs-One (OvO) như thế nào?","Tạo n(n-1)/2 bộ phân lớp nhị phân cho từng cặp lớp rồi bầu chọn đa số kết quả.","Tạo đúng n bộ phân lớp nhị phân, mỗi bộ phân biệt một lớp với tất cả các lớp còn lại.","Huấn luyện một bộ phân lớp duy nhất có n đầu ra softmax để đồng thời phân biệt tất cả.","Phân chia tập dữ liệu thành n phần bằng nhau rồi huấn luyện SVM riêng biệt trên mỗi phần.",A,"Chiến lược OvO tạo n(n-1)/2 bộ phân lớp nhị phân, mỗi bộ so sánh từng cặp lớp. Với 4 lớp → 6 bộ phân lớp. Kết quả cuối cùng quyết định bằng cơ chế Bầu chọn đa số."
10,"Ứng dụng tiêu chuẩn vàng HOG kết hợp Linear SVM dùng để làm gì?","Phát hiện người đi bộ bằng cách rút trích cấu trúc hình học thành vector 3780 chiều.","Nhận diện khuôn mặt bằng cách phân tích biểu cảm và cảm xúc từ các nét trên khuôn mặt.","Phân loại phương tiện giao thông bằng cách đếm số bánh xe và phân tích màu sắc sơn xe.","Phát hiện chữ viết tay bằng cách trích xuất nét bút và so khớp với bộ ký tự mẫu chuẩn.",A,"HOG + Linear SVM (Dalal & Triggs) là tiêu chuẩn vàng phát hiện người đi bộ. HOG vứt bỏ màu sắc, chỉ giữ cấu trúc hình học thành vector 3780 chiều cho Linear SVM phân lớp."
