ID,QuestionContent,AAnswer,BAnswer,CAnswer,DAnswer,Answer,Explanation
1,"Tại sao phương trình tính Luồng quang học truyền thống lại thất bại trong thực tế?","Vì nó dựa vào giả định 'Độ sáng không đổi' vốn rất dễ bị phá vỡ khi che khuất.","Vì nó đòi hỏi bộ nhớ khổng lồ mà không máy tính nào đáp ứng được.","Vì nó không thể tính toán được màu sắc của các vật thể ở xa camera.","Vì nó bắt buộc phải chuyển video màu sang định dạng đen trắng.",A,"Toán học truyền thống (Lucas-Kanade) phụ thuộc tuyệt đối vào giả định 'Độ sáng không đổi'. Nó sẽ sụp đổ khi ánh sáng thay đổi hoặc khi có sự che khuất vật thể (Occlusion)."
2,"Mạng SPyNet cải thiện cấu trúc của FlowNet bằng cơ chế nào?","Sử dụng cơ chế Kim tự tháp không gian xử lý từ thô đến tinh giúp mạng nhỏ gọn.","Bỏ qua hoàn toàn các chuyển động vi mô để giảm khối lượng tính toán.","Tự động loại bỏ hoàn toàn các khung hình có độ sáng quá thấp.","Mã hóa toàn bộ dữ liệu video thành một bức ảnh tĩnh duy nhất.",A,"SPyNet sử dụng 'Kim tự tháp không gian' xử lý từ thô (bắt chuyển động lớn) đến tinh (bắt chuyển động nhỏ), đạt hiệu suất cao với kiến trúc cực kỳ nhỏ gọn."
3,"Kiến trúc Hồi quy (Recurrent) của mạng RAFT mô phỏng cách thức hoạt động nào?","Mô phỏng cách thị giác con người nhìn lướt định vị rồi tập trung làm nét.","Mô phỏng cách thấu kính camera quang học phóng to hình ảnh.","Mô phỏng quá trình truyền tín hiệu qua mạng Internet không dây.","Mô phỏng cách não bộ lưu trữ ký ức dài hạn của con người.",A,"Kiến trúc Hồi quy (Feed-forward thì chạy 1 lần) lặp lại nhiều lần khối cập nhật (ví dụ RAFT lặp 12 lần qua GRU) để tự sửa sai dần, mô phỏng cách mắt người nhìn lướt rồi tập trung."
4,"Triết lý 'Chuyển động phân lớp' (Layered Motion) giải quyết bài toán video dựa trên góc nhìn nào?","Video là sự dịch chuyển của một số đối tượng nằm ở các độ sâu khác nhau.","Video là sự hỗn loạn vô trật tự của hàng triệu điểm ảnh độc lập.","Video chỉ là một dạng âm thanh được hình ảnh hóa trên màn hình.","Video luôn luôn là một không gian hai chiều không có chiều sâu.",A,"Phân lớp coi chuyển động là sự dịch chuyển của các đối tượng ở độ sâu khác nhau (Hậu cảnh, Trung cảnh, Tiền cảnh), giải quyết triệt để sự đứt gãy luồng quang do che khuất."
5,"Ba thành phần cốt lõi cấu tạo nên một Lớp chuyển động (Motion Layer) là gì?","Bản đồ cường độ (Ảnh màu), Mặt nạ Alpha (Tách nền), và Ma trận chuyển động.","Tần số âm thanh, Mức độ nhiễu hạt, và Độ phân giải tối đa.","Kích thước file ảnh, Định dạng đuôi mở rộng, và Tên tác giả.","Tọa độ GPS, Ngày giờ quay video, và Thiết bị ghi hình.",A,"Một lớp chuyển động gồm: Bản đồ Cường độ (màu sắc/ngoại hình), Mặt nạ Alpha (ranh giới tách nền) và Chuyển động (ma trận Affine chi phối tịnh tiến/xoay của lớp đó)."
6,"Thuật toán DeepSORT theo dõi đa đối tượng bằng cách kết hợp những yếu tố nào?","Dự đoán quỹ đạo bằng Kalman Filter, định danh bằng Deep Learning, và khớp nối Hungarian.","Xóa bỏ toàn bộ ảnh gốc và vẽ lại các đối tượng bằng mô hình tạo sinh 3D.","Đo lường cường độ ánh sáng của từng đối tượng để phân loại màu áo.","Dừng video lại mỗi giây một lần để người dùng xác nhận đối tượng thủ công.",A,"DeepSORT kết hợp 3 bước nhịp nhàng: (1) Kalman Filter đoán quỹ đạo, (2) Deep Learning trích xuất đặc trưng ngoại hình, (3) Thuật toán Hungarian khớp nối vị trí và hình dáng."
7,"Trong chuỗi quy trình Thị giác máy tính, mạng nơ-ron CNN thuộc bước thứ mấy?","Bước 4: Nhảy vọt vào kỷ nguyên Học sâu giải quyết tự động đặc trưng và phân lớp.","Bước 1: Trích xuất các điểm đặc trưng thủ công cơ bản nhất.","Bước 2: Ghi hình và lưu trữ dữ liệu video thô vào ổ cứng.","Bước 5: Áp dụng các mô hình ngôn ngữ lớn để tạo phụ đề.",A,"CNN (Chương 6) nằm ở bước nhảy vọt (Bước 4), tự động hóa trọn gói quá trình trích xuất đặc trưng và phân loại, thay thế hoàn toàn SIFT/HOG và SVM truyền thống."
8,"Sự khác biệt giữa 'Đóng băng' (Feature Extraction) và 'Tinh chỉnh' (Fine-tuning) trong Học chuyển giao là gì?","Tinh chỉnh cho phép mạng cập nhật lại trọng số ở các lớp trên cùng với tốc độ học nhỏ.","Đóng băng bắt buộc mô hình phải học lại từ đầu trên một tập dữ liệu hoàn toàn mới.","Tinh chỉnh khóa toàn bộ kiến trúc mạng để ngăn người dùng can thiệp vào mã nguồn.","Đóng băng chỉ hoạt động được với các thiết bị di động có cấu hình yếu.",A,"'Đóng băng' khóa chặt toàn bộ lớp trích xuất. 'Tinh chỉnh' mở băng thận trọng ở lớp trên cùng, cho phép cập nhật trọng số để tối ưu cho bài toán mới với Learning Rate rất nhỏ."
9,"Thuật ngữ 'Hộp đen' (Black Box) trong việc sử dụng mô hình Trí tuệ nhân tạo ám chỉ điều gì?","Chỉ biết đưa dữ liệu vào và chờ kết quả ra mà không hiểu toán học bên trong.","Sử dụng hệ thống phần cứng không có màn hình hiển thị trực quan.","Các thuật toán chuyên dùng để giải mã hộp đen máy bay trong ngành hàng không.","Mạng lưới nơ-ron chỉ có khả năng nhận diện hình ảnh màu đen trên nền trắng.",A,"Giảng viên cảnh báo sinh viên tránh việc dùng AI như một 'Hộp đen': chỉ tải code về chạy mà không hiểu các nguyên lý ma trận toán học vận hành bên trong."
10,"Vision Transformers (ViT) khác biệt với mạng CNN truyền thống ở điểm nào?","Mượn cơ chế tự chú ý (Self-attention) từ NLP để phân tích ảnh toàn cục hơn.","Sử dụng duy nhất các lớp gộp cực đại để giảm kích thước ảnh cực nhanh.","Không cần sử dụng bất kỳ hàm kích hoạt phi tuyến nào trong mạng lưới.","Chỉ tập trung phân tích những góc và cạnh nhỏ nhất của vật thể.",A,"Vision Transformers (ViT) là xu hướng tương lai, sử dụng cơ chế Tự chú ý (Self-attention) từ Xử lý ngôn ngữ tự nhiên để nhìn nhận và liên kết bức ảnh một cách toàn cục."
