ID,QuestionContent,AAnswer,BAnswer,CAnswer,DAnswer,Answer,Explanation
1,"Thuật toán HOG (Histogram of Oriented Gradients) trích xuất đặc trưng bằng cách phân tích yếu tố nào?","Phân tích sự phân bố các hướng gradient để nắm bắt cấu trúc hình dáng vật thể.","Phân tích giá trị cường độ sáng trung bình toàn cục để phân biệt vùng sáng và tối.","Phân tích tần số xuất hiện của từng giá trị pixel để tạo biểu đồ histogram cường độ.","Phân tích mối quan hệ không gian giữa các kênh màu RGB để mã hóa thông tin sắc độ.",A,"HOG trích xuất cấu trúc hình dáng bằng cách thống kê hướng gradient (đạo hàm cục bộ chỉ sự thay đổi sáng tối) trong từng ô vuông nhỏ của bức ảnh."
2,"Trong HOG, cơ chế bỏ phiếu (voting) của điểm ảnh hoạt động theo nguyên tắc nào?","Mỗi pixel bỏ phiếu vào bin hướng tương ứng với trọng số là độ lớn gradient.","Mỗi pixel bỏ phiếu vào bin theo giá trị cường độ sáng tuyệt đối của nó trong ảnh.","Mỗi pixel bỏ phiếu ngẫu nhiên vào một trong các bin để tạo phân phối đều thống kê.","Mỗi pixel bỏ phiếu duy nhất một lần vào bin có chỉ số trùng với tọa độ x của nó.",A,"Trong mỗi ô 8×8 pixel, mỗi pixel cầm phiếu (trọng số = độ lớn gradient) bỏ vào thùng bin tương ứng với hướng gradient của nó. Biểu đồ 9 bin (0°-180°) thể hiện hướng viền chủ đạo."
3,"Tại sao HOG sử dụng cơ chế Khối (Block) chồng lấp 50% khi quét qua ảnh?","Để đảm bảo không bỏ sót đặc trưng biên quan trọng nằm ở ranh giới giữa các ô.","Để giảm kích thước vector đặc trưng đầu ra xuống còn một nửa so với quét tuần tự.","Để tăng tốc độ xử lý bằng cách cho phép các khối chia sẻ kết quả tính toán chung.","Để chuyển đổi ảnh từ miền không gian sang miền tần số nhằm phân tích phổ tín hiệu.",A,"Nếu xếp sát nhau, đường viền nằm đúng ranh giới giữa hai khối sẽ bị cắt đứt. Chồng lấp 50% tăng mật độ dữ liệu, đảm bảo không đặc trưng biên hay góc cạnh nào bị bỏ sót."
4,"Thuật toán LBP (Local Binary Patterns) mã hóa kết cấu bề mặt bằng phương pháp nào?","So sánh pixel trung tâm với 8 pixel lân cận để tạo chuỗi nhị phân 8-bit.","Tính đạo hàm bậc hai theo hai hướng x và y tại mỗi điểm ảnh trong vùng quan tâm.","Áp dụng bộ lọc Gaussian nhiều tầng để trích xuất đặc trưng ở các tỷ lệ khác nhau.","Chuyển đổi ảnh sang không gian tần số Fourier để phân tích phổ kết cấu bề mặt.",A,"LBP chọn pixel trung tâm làm mốc, so sánh với 8 lân cận: lớn hơn hoặc bằng → 1, nhỏ hơn → 0. Đọc 8 bit theo chiều kim đồng hồ rồi chuyển sang số thập phân."
5,"Tại sao LBP miễn nhiễm hoàn toàn với sự thay đổi cường độ sáng toàn cục?","Vì LBP chỉ dựa vào tỷ lệ so sánh tương đối giữa các pixel lân cận với nhau.","Vì LBP tự động điều chỉnh ngưỡng sáng tối theo giá trị trung bình của toàn ảnh.","Vì LBP sử dụng bộ lọc thích ứng để cân bằng histogram trước khi so sánh pixel.","Vì LBP chuyển ảnh sang không gian màu LAB vốn tách biệt hoàn toàn kênh sáng.",A,"Khi toàn bộ ảnh sáng lên (ví dụ cộng 100 vào mọi pixel), tỷ lệ lớn hơn/nhỏ hơn giữa pixel trung tâm và lân cận vẫn không đổi, nên chuỗi nhị phân LBP giữ nguyên."
6,"So khớp đặc trưng (Feature Matching) trong thị giác máy tính là quá trình gì?","Thiết lập mối liên hệ giữa các keypoint từ các ảnh khác nhau dựa trên vector mô tả.","Tìm kiếm và loại bỏ các điểm ảnh bị nhiễu trước khi thực hiện trích xuất đặc trưng.","Chuyển đổi toàn bộ ảnh sang biểu diễn vector 128 chiều duy nhất đại diện cho nội dung.","Phân loại ảnh vào các nhóm định sẵn bằng thuật toán phân cụm K-Means tự động.",A,"So khớp đặc trưng là quá trình thiết lập các cặp tương ứng (correspondences) giữa keypoints từ Ảnh truy vấn và Ảnh cảnh, dựa trên độ tương đồng của vector mô tả (descriptor)."
7,"Bộ lọc Lowe's Ratio Test loại bỏ các cặp khớp sai dựa trên tiêu chí nào?","Giữ cặp khớp chỉ khi khoảng cách tới láng giềng thứ nhất vượt trội so với thứ hai.","Giữ cặp khớp chỉ khi tổng khoảng cách đến tất cả láng giềng nhỏ hơn ngưỡng cố định.","Giữ cặp khớp chỉ khi hai keypoint có cùng hướng gradient chính xác như nhau hoàn toàn.","Giữ cặp khớp chỉ khi số lượng pixel trong vùng mô tả vượt quá mức tối thiểu yêu cầu.",A,"Lowe's Ratio Test: tìm 2 láng giềng gần nhất (d1, d2). Nếu d1 < ratio × d2 (ratio ≈ 0.7-0.8) thì giữ, nghĩa là lựa chọn thứ nhất phải áp đảo vượt trội để loại trừ sự mơ hồ."
8,"FLANN Matcher có ưu điểm gì so với Brute-Force Matcher khi xử lý dữ liệu lớn?","FLANN dùng cấu trúc Cây K-D để tìm kiếm xấp xỉ, nhanh hơn gấp 10 lần.","FLANN đảm bảo kết quả chính xác tuyệt đối 100% với mọi loại vector đặc trưng.","FLANN tự động phân loại ảnh mà không cần bước trích xuất đặc trưng trước đó.","FLANN chỉ hoạt động với vector nhị phân ngắn nên tiết kiệm bộ nhớ hơn nhiều.",A,"FLANN (Fast Library for Approximate Nearest Neighbors) dùng cấu trúc Cây K-D phân nhánh, chỉ leo xuống nhánh có khả năng, bỏ qua cụm không liên quan, nhanh hơn ~10 lần."
9,"Thuật toán KNN (K-Nearest Neighbors) được gọi là Lazy Learning vì lý do gì?","Vì KNN không xây dựng mô hình toán học khi huấn luyện, chỉ lưu dữ liệu vào RAM.","Vì KNN hoàn toàn không sử dụng bất kỳ phép tính khoảng cách nào để phân loại.","Vì KNN tự động giảm số lượng dữ liệu huấn luyện để tiết kiệm thời gian xử lý.","Vì KNN chỉ hoạt động khi máy tính ở trạng thái rảnh và không chạy chương trình khác.",A,"KNN là Lazy Learning: giai đoạn học chỉ lưu toàn bộ dữ liệu vào bộ nhớ (O(1)), không tạo mô hình tường minh. Toàn bộ tính toán khoảng cách được dồn sang giai đoạn dự đoán."
10,"Mô hình Bag-of-Features (BoF) giải quyết vấn đề gì khi kết hợp SIFT với KNN?","Nén hàng ngàn descriptor có số lượng thay đổi thành một vector histogram cố định.","Tăng số chiều của vector SIFT từ 128 lên 1024 để cải thiện độ chính xác phân loại.","Loại bỏ hoàn toàn bước trích xuất đặc trưng SIFT để đưa pixel thô vào KNN trực tiếp.","Chuyển đổi vector SIFT từ dạng số thực sang dạng nhị phân để sử dụng khoảng cách Hamming.",A,"SIFT trả về số lượng descriptor khác nhau cho mỗi ảnh, nhưng KNN cần vector cố định. BoF dùng K-Means tạo Từ điển thị giác, rồi đếm tần suất từ vựng thành Histogram kích thước K cố định."
