ID,QuestionContent,AAnswer,BAnswer,CAnswer,DAnswer,Answer,Explanation
1,"Thử thách ILSVRC trên tập dữ liệu ImageNet yêu cầu mô hình phải giải quyết bài toán gì?","Phân loại một ngàn lớp đối tượng trên tập dữ liệu hàng triệu hình ảnh.","Nhận diện giọng nói của con người và dịch sang văn bản theo thời gian thực.","Tạo ra các bức ảnh nghệ thuật mới dựa trên mô tả văn bản của người dùng.","Dự đoán xu hướng thị trường chứng khoán dựa trên dữ liệu lịch sử giá cổ phiếu.",A,"ILSVRC (ImageNet Large Scale Visual Recognition Challenge) yêu cầu phân loại 1000 lớp đối tượng trên tập dữ liệu khổng lồ với hàng triệu hình ảnh."
2,"Đóng góp lớn nhất của mô hình chiến thắng ILSVRC đối với cộng đồng AI là gì?","Trở thành kiến trúc nền tảng để tái sử dụng làm bộ trích xuất đặc trưng.","Tạo ra các thuật toán mã hóa dữ liệu mới an toàn hơn cho người dùng mạng.","Thay thế hoàn toàn phần cứng CPU bằng GPU trong mọi tính toán máy tính.","Giúp con người giao tiếp trực tiếp với động vật thông qua phân tích âm thanh.",A,"Các mô hình chiến thắng trở thành kiến trúc nền tảng (Pretrained Models). Ta tái sử dụng chúng làm bộ trích xuất đặc trưng qua kỹ thuật Transfer Learning thay vì huấn luyện lại."
3,"Mô hình AlexNet (2012) có cấu trúc đột phá như thế nào so với mạng tiền nhiệm LeNet-5?","Xếp chồng trực tiếp các lớp tích chập thay vì xen kẽ lớp gộp ngay sau đó.","Sử dụng hoàn toàn các lớp kết nối đầy đủ mà không cần dùng đến lớp tích chập.","Chỉ dùng duy nhất một lớp ẩn để tăng tốc độ tính toán trên phần cứng GPU.","Loại bỏ hoàn toàn quá trình huấn luyện và sử dụng thuật toán di truyền để dự đoán.",A,"AlexNet bước ngoặt ở việc dám xếp chồng trực tiếp các lớp tích chập lên nhau, thay vì bắt buộc xen kẽ một lớp Pooling ngay sau mỗi lớp Conv như LeNet-5."
4,"Kỹ thuật LRN (Local Response Normalization) trong AlexNet có tác dụng gì?","Tạo sự kích hoạt cạnh tranh giúp các bản đồ đặc trưng chuyên biệt hóa cao.","Giảm kích thước ảnh đầu vào để tiết kiệm không gian lưu trữ trên ổ cứng.","Tự động dịch thuật ngôn ngữ trong các bức ảnh chứa văn bản nước ngoài.","Chuyển đổi ảnh màu sang ảnh đen trắng để đơn giản hóa quá trình phân tích.",A,"LRN (Chuẩn hóa phản hồi cục bộ) tạo sự kích hoạt cạnh tranh giữa các kênh liền kề, giúp các bản đồ đặc trưng chuyên biệt hóa cao hơn."
5,"Đặc điểm kiến trúc nổi bật nhất của mô hình VGG16 (2014) là gì?","Từ bỏ bộ lọc lớn, chỉ dùng bộ lọc 3x3 xếp chồng liên tiếp đẩy sâu mạng.","Sử dụng mạng nơ-ron hồi quy RNN để xử lý dữ liệu hình ảnh dạng chuỗi thời gian.","Chỉ sử dụng một lớp tích chập duy nhất nhưng có kích thước khổng lồ 11x11.","Thay thế toàn bộ lớp tích chập bằng lớp gộp trung bình để tăng tính ổn định.",A,"VGG16 từ bỏ các bộ lọc lớn (11x11, 5x5). Toàn bộ mạng chỉ sử dụng các bộ lọc 3x3 xếp chồng liên tiếp lên nhau, đẩy độ sâu mạng lên 16 lớp."
6,"Việc xếp chồng ba lớp tích chập 3x3 trong VGG tương đương với điều gì?","Tương đương Vùng cảm nhận của một lớp 7x7 nhưng ít tham số và linh hoạt hơn.","Tương đương với việc giảm số lượng bộ lọc xuống còn một phần ba so với ban đầu.","Tương đương với việc bỏ qua hoàn toàn bước trích xuất đặc trưng để phân loại trực tiếp.","Tương đương với một mạng kết nối đầy đủ không có bất kỳ tính chất phi tuyến nào.",A,"Xếp chồng 2 lớp 3x3 có Vùng cảm nhận (Receptive Field) tương đương 1 lớp 5x5. Xếp chồng 3 lớp 3x3 tương đương lớp 7x7, nhưng giảm số tham số và tăng tính phi tuyến (nhiều ReLU)."
7,"Thách thức lớn nhất khi sử dụng mạng VGG16 trong thực tiễn là gì?","Bùng nổ tham số (138 triệu) và khối lượng tính toán khổng lồ (15.3 tỷ FLOPs).","Mạng không thể trích xuất được bất kỳ đặc trưng nào từ ảnh đen trắng hoặc ảnh xám.","Thuật toán của mạng không tương thích với các thư viện Deep Learning hiện đại như Keras.","Không thể sử dụng cho kỹ thuật Học chuyển giao do kiến trúc quá đơn giản và thô sơ.",A,"VGG16 có khoảng 138 triệu tham số (gấp đôi AlexNet) và đòi hỏi 15.3 tỷ phép toán cho mỗi lần dự đoán, gây khó khăn cho thiết bị yếu hoặc thời gian thực."
8,"Trong Học chuyển giao với VGG16, tham số weights='imagenet' có ý nghĩa gì?","Tải bộ trọng số đã tối ưu trên tập ImageNet thay vì khởi tạo ngẫu nhiên.","Thay thế tập dữ liệu huấn luyện hiện tại bằng toàn bộ hình ảnh từ tập ImageNet.","Tăng số lượng nơ-ron trong lớp phân loại cuối cùng lên đúng một ngàn nơ-ron.","Khóa toàn bộ cấu trúc mạng để ngăn chặn người dùng thay đổi các lớp ẩn bên trong.",A,"weights='imagenet' tải bộ trọng số đã được tối ưu hóa sẵn từ tập dữ liệu khổng lồ ImageNet, giúp mạng kế thừa khối lượng tri thức khổng lồ."
9,"Giai đoạn 'Đóng băng trọng số' (Freezing Layers) mang lại lợi ích chính nào?","Giữ nguyên tri thức gốc, giúp mô hình hội tụ nhanh và tránh rủi ro Quá khớp.","Xóa bỏ toàn bộ trọng số cũ để mạng bắt đầu học lại từ đầu trên dữ liệu mới.","Tăng kích thước bộ nhớ RAM cần thiết để lưu trữ các bản đồ đặc trưng tạm thời.","Thay đổi cấu trúc của các lớp tích chập thành các lớp kết nối đầy đủ tuyến tính.",A,"Khóa trọng số gốc (trainable=False) giữ nguyên vẹn tri thức, thuật toán gradient chỉ cập nhật phần Đầu phân loại mới. Giúp hội tụ nhanh, tiết kiệm tài nguyên và tránh Overfitting."
10,"Khi thực hiện 'Tinh chỉnh' (Fine-Tuning), tại sao bắt buộc phải giảm tốc độ học (Learning Rate)?","Vì tốc độ lớn sẽ giáng bước nhảy gradient lớn, phá hủy các trọng số tinh tế đã mượn.","Vì tốc độ nhỏ giúp tiết kiệm điện năng cho GPU trong quá trình huấn luyện mô hình.","Vì mô hình VGG16 được thiết kế chỉ hoạt động với tốc độ học nhỏ hơn một phần triệu.","Vì tốc độ lớn sẽ làm tăng dung lượng file mô hình sau khi xuất ra khỏi hệ thống.",A,"Bắt buộc giảm Learning Rate. Nếu tốc độ lớn, một bước nhảy gradient lớn sẽ làm hỏng và phá hủy hoàn toàn các trọng số tinh tế mượn từ mô hình tiền huấn luyện."
