ID,QuestionContent,AAnswer,BAnswer,CAnswer,DAnswer,Answer,Explanation
1,"Đặc trưng độc quyền của video so với ảnh tĩnh trong phân tích không gian toán học là gì?","Thông tin chuyển động theo trục thời gian t.","Khả năng nén dữ liệu thành các file zip nhỏ.","Luôn luôn có âm thanh đi kèm với hình ảnh.","Tự động loại bỏ nhiễu màu trong bức ảnh.",A,"Sự khác biệt cốt lõi của video so với ảnh tĩnh chính là thông tin chuyển động, thể hiện qua sự thay đổi của từng điểm ảnh qua từng thời điểm t khác nhau (hàm f(x,y,t))."
2,"Ràng buộc độ sáng không đổi (Constant Brightness) trong dự đoán chuyển động mang ý nghĩa gì?","Điểm ảnh giữ nguyên cường độ sáng khi di chuyển giữa hai khung hình.","Mọi điểm ảnh trong video đều phải có độ sáng cực đại.","Độ sáng của video tăng dần theo thời gian.","Màu sắc của ảnh luôn luôn chuyển sang dạng đen trắng.",A,"Ràng buộc độ sáng không đổi giả định rằng một điểm ảnh khi di chuyển từ khung hình này sang khung hình khác sẽ giữ nguyên cường độ sáng (f(x+u, y+v, t+1) = f(x, y, t))."
3,"Mục tiêu của việc cực tiểu hóa hàm mất mát SSD trong mô hình tịnh tiến là gì?","Tìm ra véc-tơ chuyển động (u,v) sao cho hai vùng ảnh khớp nhau nhất.","Làm mờ toàn bộ bức ảnh để giảm dung lượng file lưu trữ.","Tăng độ phân giải của hình ảnh lên gấp bốn lần so với ban đầu.","Tự động cân bằng độ tương phản của hình ảnh video.",A,"Cực tiểu hóa hàm SSD (Sum of Squared Differences) chính là quá trình tìm ra véc-tơ chuyển động (u, v) chính xác nhất để căn chỉnh sao cho vùng ảnh gốc khớp hoàn hảo với ảnh mục tiêu."
4,"Phương pháp Lucas-Kanade sử dụng công cụ toán học nào để giải quyết tính phi tuyến của độ sáng?","Khai triển Taylor bậc 1 để tuyến tính hóa hàm độ sáng.","Thuật toán bầy đàn tối ưu hóa đường đi ngẫu nhiên.","Mạng nơ-ron hồi quy chuỗi thời gian phân tích sâu.","Ma trận biến đổi Fourier để lọc tần số cao.",A,"Lucas-Kanade sử dụng Khai triển Taylor bậc 1 để tuyến tính hóa hàm độ sáng, biến đường cong phức tạp thành đường thẳng để dễ tính toán trong phạm vi hẹp."
5,"Giải pháp cơ học nào giúp phương pháp Lucas-Kanade xử lý được các chuyển động quá nhanh hoặc quá lớn?","Sử dụng Kim tự tháp ảnh (Image Pyramid) với cấu trúc phân cấp từ thô đến tinh.","Tăng kích thước bộ nhớ RAM của máy tính lên tối đa.","Chuyển đổi toàn bộ video sang định dạng văn bản để đọc.","Xóa bỏ các khung hình có chứa chuyển động nhanh.",A,"Kim tự tháp ảnh tạo ra nhiều phiên bản độ phân giải giảm dần. Ở tầng chóp (ảnh nhỏ), chuyển động lớn biến thành chuyển động vi mô 1-2 pixel, giúp Lucas-Kanade hoạt động được."
6,"Nhược điểm cốt lõi của mô hình Tịnh tiến (Translation Model) trong dự đoán chuyển động là gì?","Chỉ có 2 bậc tự do, không thể xử lý xoay, thu phóng hoặc kéo xô.","Cần siêu máy tính để giải quyết các ma trận tính toán khổng lồ.","Chỉ áp dụng được cho ảnh màu và thất bại hoàn toàn với ảnh xám.","Làm mất toàn bộ dữ liệu của hệ điều hành máy tính.",A,"Mô hình tịnh tiến chỉ có 2 bậc tự do (u, v), nên nó bất lực trước các chuyển động phức tạp như xoay (Roll), thu phóng (Zoom) hoặc bị biến dạng không gian."
7,"Đặc tính nổi bật của biến đổi Affine (6 bậc tự do) so với biến đổi Homography (8 bậc tự do) là gì?","Bảo toàn tính song song của các đường thẳng trong mọi trường hợp.","Tạo ra hiệu ứng chiều sâu 3D vô cùng chân thực.","Phá vỡ hoàn toàn mọi quy tắc hình học truyền thống.","Chỉ dùng một tham số duy nhất để thay đổi màu sắc.",A,"Biến đổi Affine (6 DoF) bảo toàn tính song song của các đường thẳng. Ngược lại, biến đổi Homography (8 DoF) có hiệu ứng phối cảnh nên không giữ được tính song song."
8,"Trong quy trình Ổn định Video (Video Stabilization), Giai đoạn 'Làm mượt quỹ đạo' có mục đích gì?","Triệt tiêu nhiễu rung lắc ngẫu nhiên tần số cao, giữ lại quỹ đạo quay tự nhiên.","Tăng tốc độ phát video lên gấp đôi để người xem không nhận ra rung lắc.","Xóa bỏ âm thanh nền của video để giảm bớt tiếng ồn.","Vẽ thêm các đường viền ảo xung quanh các đối tượng đang chuyển động.",A,"Làm mượt quỹ đạo (Giai đoạn 2) dùng bộ lọc để triệt tiêu các rung lắc ngẫu nhiên ở tần số cao (do tay run), chỉ giữ lại chuyển động có chủ ý (tần số thấp)."
9,"Hiện tượng 'Khuyết vùng biên' (Missing Borders) xảy ra khi nào trong quá trình xử lý video?","Khi vặn ngược khung hình để bù trừ rung lắc, phần rìa ảnh bị kéo tụt để lộ viền đen.","Khi nén video quá mức khiến màu sắc ở vùng biên bị nhòe đi.","Khi sử dụng ống kính máy ảnh có góc chụp quá hẹp.","Khi cảm biến ánh sáng của camera bị hỏng cục bộ.",A,"Khuyết vùng biên xảy ra ở Giai đoạn 3 (Warping). Khi vặn ngược khung hình để ổn định, phần rìa ảnh bị kéo tụt vào trong, để lộ ra những vùng không chứa dữ liệu (màu đen)."
10,"Thuật toán Inpainting xử lý hiện tượng Khuyết vùng biên bằng cơ chế nào?","Tự động phân tích xung quanh và vẽ thêm cảnh vật vào phần viền trống.","Cắt xén hoàn toàn phần viền đen và phóng to khu vực trung tâm lên.","Lùi lại vài khung hình trước để lấy điểm ảnh cũ đắp vào.","Tạo ra hiệu ứng chuyển cảnh mờ dần ở các mép video.",A,"Inpainting là phương pháp lấp đầy: máy tính sẽ tự động phân tích ngữ cảnh xung quanh và vẽ thêm (ảo giác) các cảnh vật vào vùng viền bị trống."
