ID,QuestionContent,AAnswer,BAnswer,CAnswer,DAnswer,Answer,Explanation
1,"Tại sao các mô hình toán học toàn cục (Affine, Homography) lại 'sụp đổ' khi phân tích khuôn mặt người đang cười?","Vì chúng chỉ dùng cho vật thể rắn, không thể xử lý sự biến dạng đàn hồi cục bộ.","Vì khuôn mặt người không có đủ các điểm đặc trưng như góc và cạnh để tính toán.","Vì chúng chỉ phân tích được màu sắc tĩnh mà không phân tích được cường độ ánh sáng.","Vì hệ thống máy tính không đủ bộ nhớ để lưu trữ toàn bộ các tham số toán học.",A,"Mô hình toàn cục sử dụng chung một bộ tham số cho toàn bộ ảnh, nên nó chỉ đúng với 'vật thể rắn'. Nó bất lực trước sự co giãn không đồng đều (biến dạng cục bộ) như cơ mặt."
2,"Chuyển động dạng Spline tối ưu hóa chi phí tính toán bằng cách nào?","Chỉ theo dõi một mạng lưới thưa thớt các 'Điểm điều khiển' thay vì hàng triệu điểm ảnh.","Cắt bỏ hoàn toàn độ phân giải hình ảnh xuống mức thấp nhất có thể.","Chỉ tập trung tính toán vào một góc duy nhất của màn hình hiển thị.","Dùng mạng nơ-ron để đoán ngẫu nhiên hướng di chuyển mà không cần tính toán.",A,"Thay vì tính vận tốc cho hàng triệu điểm ảnh, Spline thả một lưới thưa thớt các 'Điểm điều khiển' (Control Vertices) và chỉ tính toán sự dịch chuyển của các điểm này."
3,"Cấu trúc phân cấp Quadtree Spline (Cây tứ phân) hoạt động theo cơ chế nào?","Tự động chém ô lưới lớn thành 4 ô nhỏ hơn tại những vùng có chuyển động phức tạp.","Chia đều toàn bộ bức ảnh thành hàng triệu ô vuông bằng nhau từ đầu đến cuối.","Nhân đôi kích thước của toàn bộ bức ảnh lên sau mỗi một khung hình trôi qua.","Chỉ giữ lại các ô lưới ở trung tâm bức ảnh và xóa bỏ hoàn toàn vùng viền.",A,"Quadtree quét qua ảnh: vùng tĩnh giữ ô lưới lớn, vùng chuyển động phức tạp tự động đệ quy chém thành 4 ô vuông nhỏ hơn để bắt trọn chi tiết."
4,"Trong ứng dụng Y tế, mạng lưới Octree Spline 3D đặc biệt hữu ích cho tác vụ nào?","Đăng ký ảnh y tế (Medical Registration) để căn chỉnh khối MRI não phức tạp.","Tự động chẩn đoán bệnh ung thư dựa trên mã gen di truyền của bệnh nhân.","Phát video trực tiếp từ phòng mổ lên các nền tảng mạng xã hội.","Điều khiển cánh tay robot phẫu thuật từ xa qua mạng Internet.",A,"Khi làm việc với dữ liệu 3D (Voxel), ta dùng Octree Spline. Trong y tế, nó dùng để căn chỉnh (đăng ký) ảnh MRI não vốn có bề mặt gấp khúc và biến dạng cực kỳ phức tạp."
5,"Trong bài toán Theo dõi video (Video Tracking), tại sao hệ thống không gọi lại hàm phân loại HOG+SVM ở mọi khung hình?","Để tiết kiệm chi phí tính toán, giúp hệ thống đạt tốc độ thời gian thực (Real-time).","Để đảm bảo các điểm ảnh không bị đổi màu khi di chuyển sang khung hình mới.","Vì hàm phân loại SVM không thể hoạt động trên bất kỳ định dạng video nào.","Để máy tính có thêm thời gian xử lý âm thanh nền của video.",A,"Quét HOG+SVM trên mọi khung hình sẽ gây thắt cổ chai. Việc kết hợp 'Ước lượng chuyển động' để chỉ dự đoán vị trí Box (không gọi lại SVM) giúp tăng vọt chỉ số FPS."
6,"Khác biệt cốt lõi giữa Luồng quang học (Optical Flow) và các mô hình chuyển động thưa thớt là gì?","Tính toán độc lập sự dịch chuyển cho mọi điểm ảnh tạo ra trường chuyển động dày đặc.","Chỉ theo dõi đúng một điểm đặc trưng duy nhất ở tâm khung hình.","Không bao giờ sử dụng phương trình toán học để phân tích hình ảnh.","Chỉ áp dụng được cho video quay chậm (Slow-motion).",A,"Luồng quang học yêu cầu tính toán độc lập sự dịch chuyển cho MỌI điểm ảnh trên khung hình, tạo ra một trường chuyển động dày đặc (Dense Motion Field)."
7,"Khái niệm 'Bài toán thiếu điều kiện' (Vấn đề Khẩu độ) trong Luồng quang học xảy ra vì lý do toán học nào?","Phương trình độ sáng là một phương trình tuyến tính nhưng lại có tận 2 ẩn số u và v.","Đạo hàm thời gian của bức ảnh luôn luôn bằng không trong mọi trường hợp.","Máy tính không thể thực hiện phép chia cho số 0 khi tính toán vận tốc.","Thuật toán không thể chạy trên các bộ vi xử lý cấu trúc đa lõi.",A,"Bài toán thiếu điều kiện: Phương trình độ sáng chỉ cung cấp 1 phương trình tuyến tính duy nhất nhưng ta cần tìm 2 ẩn độc lập (u, v), dẫn đến vô số nghiệm."
8,"Thuật toán Lucas-Kanade giải quyết Bài toán thiếu điều kiện bằng giả định nào?","Giả định 'Đồng thuận Cục bộ', gom nhóm N điểm ảnh lân cận chung một véc-tơ u, v.","Giả định 'Tính trơn Toàn cục', dùng tấm lưới đàn hồi phủ lên toàn khung hình.","Giả định mọi điểm ảnh đều di chuyển với tốc độ bằng tốc độ ánh sáng.","Giả định camera luôn đứng im tuyệt đối không bị rung lắc.",A,"Lucas-Kanade tiếp cận cục bộ: Giả định các điểm ảnh sát nhau (trong một cửa sổ) thuộc cùng một vật thể, chia sẻ chung 1 véc-tơ chuyển động, tạo ra hệ phương trình dư điều kiện."
9,"Nhược điểm chí mạng của thuật toán Horn-Schunck là gì?","Chạy chậm và dễ bị lan truyền nhiễu cục bộ ra toàn bức ảnh qua hàm phạt đàn hồi.","Không thể hoạt động nếu bức ảnh không có góc hoặc cạnh sắc nét rõ ràng.","Dung lượng file thuật toán quá lớn không thể nạp vào bộ nhớ RAM.","Tự động làm mất màu của các khung hình có chuyển động nhanh.",A,"Horn-Schunck dùng tiếp cận toàn cục với hàm phạt đàn hồi. Một điểm nhiễu cục bộ có thể lan truyền như gợn sóng nước ra toàn ảnh, đồng thời việc tính toán vòng lặp rất chậm."
10,"Trong phương pháp trực quan hóa Luồng quang bằng hệ màu HSV, yếu tố nào quy định màu sắc (Sắc độ H) của điểm ảnh?","Hướng di chuyển (Góc của véc-tơ vận tốc).","Độ lớn di chuyển (Vận tốc của điểm ảnh).","Màu sắc gốc của vật thể trong thế giới thực.","Ánh sáng môi trường tại thời điểm quay video.",A,"Trong mã hóa HSV, Hướng (Góc) được gán vào kênh H (Sắc độ) để quyết định điểm ảnh có màu gì (đỏ, xanh, vàng...). Độ lớn (Vận tốc) được gán vào kênh S hoặc V."
