ID,QuestionContent,AAnswer,BAnswer,CAnswer,DAnswer,Answer,Explanation
1,"Mục tiêu cốt lõi của lĩnh vực Thị giác máy tính (Computer Vision) là gì?","Tự động hóa việc chỉnh sửa ảnh để nâng cao chất lượng thẩm mỹ cho người xem.","Giúp máy tính có khả năng nhìn và hiểu thế giới số từ dữ liệu điểm ảnh thô.","Xây dựng các phần cứng camera có khả năng chụp ảnh với độ phân giải cực cao.","Truyền tải dữ liệu hình ảnh qua mạng internet với tốc độ nhanh nhất có thể.",B,"Tài liệu định nghĩa Thị giác máy tính là lĩnh vực khoa học liên ngành với mục tiêu tự động hóa hệ thống thị giác của con người, giúp máy tính ""nhìn"" và ""hiểu"" nội dung từ thế giới số thông qua dữ liệu điểm ảnh thô (raw pixel data)."
2,"Đối với máy tính, một bức ảnh kỹ thuật số về cơ bản được “nhìn” thấy dưới dạng nào?","Một tập hợp các khái niệm ngữ nghĩa như người, xe, cây cối.","Một ma trận số khổng lồ biểu diễn cường độ sáng tại các điểm ảnh.","Một bản phác thảo đường nét 2D tương tự như bản vẽ kỹ thuật.","Một mô hình 3D hoàn chỉnh với đầy đủ thông tin chiều sâu.",B,"Đối với máy tính, bức ảnh về cơ bản chỉ là một ma trận số khổng lồ. Ví dụ, một ảnh màu là mảng ba chiều chứa các giá trị cường độ của các kênh màu tại mỗi điểm ảnh."
3,"Sự khác biệt cơ bản giữa Xử lý ảnh (Image Processing) và Thị giác máy tính (Computer Vision) là gì?","Xử lý ảnh có đầu ra là một ảnh khác, còn Thị giác máy tính có đầu ra là các quyết định hoặc mô tả.","Xử lý ảnh sử dụng học máy, còn Thị giác máy tính chỉ sử dụng các thuật toán toán học cổ điển.","Xử lý ảnh tập trung vào video, còn Thị giác máy tính chỉ tập trung vào hình ảnh tĩnh.","Xử lý ảnh là bước phân tích cao cấp, còn Thị giác máy tính là bước tiền xử lý dữ liệu thô.",A,"Xử lý ảnh tập trung vào biến đổi tín hiệu nơi cả đầu vào và đầu ra đều là ảnh (ví dụ: khử nhiễu). Ngược lại, Thị giác máy tính hướng tới việc trích xuất thông tin, đưa ra quyết định hoặc mô tả từ ảnh."
4,"Trong sơ đồ Venn về mối liên hệ liên ngành, Học máy (Machine Learning) đóng vai trò gì đối với Thị giác máy tính?","Là công cụ quang học để thu nhận hình ảnh đầu vào chất lượng cao.","Là bộ não giúp máy tính tự động học các mẫu và đặc trưng từ dữ liệu.","Là kỹ thuật biến đổi tín hiệu để khử nhiễu và tăng độ tương phản ảnh.","Là phương pháp lưu trữ dữ liệu ảnh hiệu quả để giảm dung lượng bộ nhớ.",B,"Nếu Xử lý ảnh là công cụ thao tác, thì Học máy chính là ""bộ não"" giúp hiện thực hóa khả năng ""hiểu"". Nó cho phép máy tính tự động học các mẫu (patterns) từ dữ liệu thay vì lập trình quy tắc thủ công."
5,"Ứng dụng nào sau đây không phải là ví dụ điển hình của Thị giác máy tính trong lĩnh vực An ninh được đề cập trong tài liệu?","Hệ thống FaceID mở khóa điện thoại bằng khuôn mặt.","Camera giám sát phát hiện hành vi xâm nhập trái phép.","Phần mềm chỉnh sửa làm mịn da trong ảnh chân dung.","Hệ thống chấm công tự động nhận diện nhân viên.",C,"FaceID, chấm công tự động và giám sát xâm nhập là các ứng dụng an ninh điển hình của CV. Làm mịn da thuộc về lĩnh vực chỉnh sửa ảnh (Xử lý ảnh) hoặc thẩm mỹ, không phải an ninh."
6,"Vào thập niên 1960, các thí nghiệm sơ khai của Thị giác máy tính tại MIT tập trung vào vấn đề gì?","Nhận dạng các vật thể phức tạp trong môi trường tự nhiên không kiểm soát.","Xây dựng các mô hình học sâu để phân loại hàng triệu bức ảnh.","Nhận dạng cạnh và vật thể hình khối trong môi trường ""thế giới vi mô"".","Phát triển các hệ thống xe tự hành di chuyển trên đường phố thực tế.",C,"Giai đoạn sơ khai thập niên 1960 tại MIT tập trung vào các bài toán đơn giản hóa như nhận dạng cạnh, góc và vật thể hình khối trong môi trường được kiểm soát chặt chẽ gọi là ""microworlds""."
7,"Lý thuyết của David Marr vào thập niên 1980 đề xuất quy trình thị giác gồm ba giai đoạn nào?","Phác thảo ban đầu -> Phác thảo 2.5D -> Mô hình 3D.","Thu nhận ảnh -> Xử lý tiền kỳ -> Phân loại đối tượng.","Phát hiện biên -> Phân đoạn ảnh -> Nhận dạng mẫu.","Nhập dữ liệu -> Mạng nơ-ron tích chập -> Kết quả đầu ra.",A,"David Marr đề xuất quy trình hệ thống gồm 3 giai đoạn: (1) phác thảo ban đầu (primal sketch), (2) phác thảo 2.5D (bề mặt và hướng), và (3) mô hình 3D đầy đủ."
8,"Sự kiện nào vào năm 2012 được coi là cột mốc mở ra kỷ nguyên thống trị của Học sâu (Deep Learning) trong thị giác máy tính?","Sự ra đời của thuật toán SIFT giúp nhận dạng đặc trưng bất biến.","Mô hình AlexNet chiến thắng áp đảo trong cuộc thi ImageNet.","Công bố lý thuyết về thị giác tính toán của nhà khoa học David Marr.","Xe tự hành của Stanford hoàn thành thử thách DARPA Urban Challenge.",B,"Năm 2012, mạng AlexNet giành chiến thắng áp đảo tại cuộc thi ImageNet, mở ra kỷ nguyên mới nơi các mô hình học sâu trở thành phương pháp thống trị."
9,"Trong ứng dụng bán lẻ thông minh như Amazon Go, thị giác máy tính giải quyết vấn đề gì?","Tự động thanh toán dựa trên việc theo dõi sản phẩm khách hàng lấy.","Thiết kế bao bì sản phẩm bắt mắt hơn để thu hút người mua hàng.","Điều khiển robot sắp xếp hàng hóa trong kho một cách ngẫu nhiên.","Tạo ra các biển quảng cáo kỹ thuật số thay đổi theo thời tiết.",A,"Amazon Go sử dụng camera và cảm biến để theo dõi sản phẩm khách hàng lấy đi, cho phép quy trình thanh toán hoàn toàn tự động không cần thu ngân."
10,"""Khoảng cách ngữ nghĩa"" (Semantic Gap) trong thị giác máy tính đề cập đến thách thức nào?","Sự chênh lệch về tốc độ xử lý giữa CPU và GPU khi chạy thuật toán.","Khoảng cách vật lý giữa camera quan sát và đối tượng cần nhận dạng.","Sự khác biệt giữa dữ liệu pixel thô và ý nghĩa bậc cao mà con người hiểu.","Sự thiếu hụt dữ liệu hình ảnh chất lượng cao để huấn luyện mô hình.",C,"Tài liệu định nghĩa bản chất của CV là nỗ lực thu hẹp khoảng cách giữa ""dữ liệu điểm ảnh thô"" (con số) và ""sự diễn giải ngữ nghĩa bậc cao"" (ý nghĩa: chó, cỏ, vui vẻ)."
